Time,638de53168f31919048f189d; 63932c6e68f319085df375b5 / B2_solar_x2_03; Soil_tension / SoilHumiditySensor,638de53168f31919048f189d; 63932c6e68f319085df375b7 / B2_solar_x2_03; Resistance / ,638de53168f31919048f189d; 63932c6e68f319085df375b9 / B2_solar_x2_03; Soil_temperature / SoilThermometer,638de56a68f31919048f189e; 63932ce468f319085df375c9 / B3_solar_x1_02; Soil_tension / SoilHumiditySensor,638de56a68f31919048f189e; 63932ce468f319085df375cb / B3_solar_x1_02; Resistance / ,638de57568f31919048f189f; 63932c3668f319085df375ab / B4_solar_x1_03; Soil_tension / SoilHumiditySensor,638de57568f31919048f189f; 63932c3668f319085df375ad / B4_solar_x1_03; Resistance / ,638de57568f31919048f189f; 63932c3668f319085df375af / B4_solar_x1_03; Soil_temperature / SoilThermometer,Température extérieure(°C),Humidité extérieure(%),Pression relative(hpa),Pression absolue(hpa),Vitesse du vent(km/h),Rafale(km/h),Direction du vent,Point de rosée(°C),Facteur vent(°C),Précipitations dernière heure(mm),Précipitations dernières 24 h(mm),Précipitations de la semaine(mm),Précipitations du mois(mm),Précipitations totales(mm),Lumière(lux),UVI
2023-02-08 16:30:00,5.9,84.3,12.0,12.3,122.7,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 16:40:00,6.0,84.3,12.0,12.3,122.7,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 16:50:00,5.9,84.3,12.0,12.3,122.6,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 17:00:00,6.0,84.3,12.0,12.3,122.7,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 17:10:00,5.9,84.3,12.0,12.3,122.7,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 17:20:00,6.0,84.3,12.0,12.3,122.7,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 17:30:00,5.9,84.3,12.0,12.3,122.7,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 17:40:00,6.0,84.3,12.0,12.3,122.7,9.9,130.2,12.6,,,,,,,,,,,,,,,,
2023-02-08 17:50:00,6.0,84.3,12.0,12.3,123.3,9.8,129.60001,12.6,,,,,,,,,,,,,,,,
2023-02-08 18:00:00,6.0,84.3,11.9,12.3,123.2,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 18:10:00,6.0,84.3,12.0,12.3,122.7,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 18:20:00,6.0,84.3,12.0,12.3,122.7,9.8,129.5,12.6,,,,,,,,,,,,,,,,
2023-02-08 18:30:00,6.0,84.3,12.0,12.3,122.7,9.8,129.7,12.6,,,,,,,,,,,,,,,,
2023-02-08 18:40:00,6.0,84.3,11.9,12.3,123.2,9.9,130.10001,12.6,,,,,,,,,,,,,,,,
2023-02-08 18:50:00,6.0,84.3,12.0,12.3,122.8,9.8,129.10001,12.6,,,,,,,,,,,,,,,,
2023-02-08 19:00:00,6.1,84.8,11.9,12.3,122.8,9.8,129.60001,12.6,,,,,,,,,,,,,,,,
2023-02-08 19:10:00,6.0,84.3,11.9,12.3,123.3,9.9,130.10001,12.6,,,,,,,,,,,,,,,,
2023-02-08 19:20:00,6.0,84.3,11.9,12.4,123.9,9.8,129.7,12.6,,,,,,,,,,,,,,,,
2023-02-08 19:30:00,6.1,84.9,11.8,12.3,123.3,9.8,129.60001,12.6,,,,,,,,,,,,,,,,
2023-02-08 19:40:00,6.0,84.3,11.8,12.3,123.3,9.8,129.7,12.6,,,,,,,,,,,,,,,,
2023-02-08 19:50:00,6.1,84.9,11.8,12.3,123.3,9.8,129.7,12.6,,,,,,,,,,,,,,,,
2023-02-08 20:00:00,6.0,84.3,11.8,12.3,123.3,9.8,129.7,12.6,,,,,,,,,,,,,,,,
2023-02-08 20:10:00,6.0,84.3,11.8,12.3,123.3,9.8,129.7,12.5,,,,,,,,,,,,,,,,
2023-02-08 20:20:00,6.0,84.3,11.8,12.3,123.4,9.8,129.7,12.5,,,,,,,,,,,,,,,,
2023-02-08 20:30:00,6.0,84.3,11.8,12.4,123.9,9.9,130.2,12.5,,,,,,,,,,,,,,,,
2023-02-08 20:40:00,6.1,84.9,11.7,12.4,123.9,9.9,130.2,12.5,,,,,,,,,,,,,,,,
2023-02-08 20:50:00,6.0,84.3,11.8,12.4,124.5,9.8,129.7,12.5,,,,,,,,,,,,,,,,
2023-02-08 21:00:00,6.0,84.3,11.7,12.4,124.5,9.8,129.7,12.5,,,,,,,,,,,,,,,,
2023-02-08 21:10:00,6.0,84.3,11.7,12.4,124.5,,,,,,,,,,,,,,,,,,,
2023-02-08 21:20:00,6.1,84.9,11.6,12.4,124.5,9.8,130.2,12.5,,,,,,,,,,,,,,,,
2023-02-08 21:30:00,6.1,84.9,11.6,12.4,123.9,9.8,129.7,12.5,,,,,,,,,,,,,,,,
2023-02-08 21:40:00,6.1,84.9,11.6,12.4,124.5,9.8,130.2,12.5,,,,,,,,,,,,,,,,
2023-02-08 21:50:00,6.1,84.9,11.6,12.4,124.5,9.9,130.8,12.5,,,,,,,,,,,,,,,,
2023-02-08 22:00:00,6.1,84.9,11.6,12.4,124.5,9.8,130.2,12.5,,,,,,,,,,,,,,,,
2023-02-08 22:10:00,6.1,84.9,11.6,12.4,125.1,9.8,129.8,12.4,,,,,,,,,,,,,,,,
2023-02-08 22:20:00,6.2,85.4,11.6,12.4,124.5,9.8,129.8,12.4,,,,,,,,,,,,,,,,
2023-02-08 22:30:00,6.1,84.9,11.6,12.4,125.1,9.8,130.3,12.4,,,,,,,,,,,,,,,,
2023-02-08 22:40:00,6.1,84.9,11.6,12.4,125.6,9.8,129.8,12.4,,,,,,,,,,,,,,,,
2023-02-08 22:50:00,6.2,85.4,11.5,12.4,125.1,9.8,130.3,12.4,,,,,,,,,,,,,,,,
2023-02-08 23:00:00,6.2,85.4,11.5,12.5,125.7,9.8,130.39999,12.4,,,,,,,,,,,,,,,,
2023-02-08 23:10:00,6.2,85.4,11.5,12.5,125.7,9.9,130.89999,12.3,,,,,,,,,,,,,,,,
2023-02-08 23:20:00,6.2,85.4,11.5,12.5,125.7,9.9,132.0,12.3,,,,,,,,,,,,,,,,
2023-02-08 23:30:00,6.2,85.4,11.5,12.5,125.7,9.8,129.8,12.3,,,,,,,,,,,,,,,,
2023-02-08 23:40:00,6.2,85.4,11.4,12.4,125.2,9.8,130.39999,12.3,,,,,,,,,,,,,,,,
2023-02-08 23:50:00,6.2,85.5,11.4,12.4,125.2,9.8,130.39999,12.3,,,,,,,,,,,,,,,,
2023-02-09 00:00:00,6.2,85.4,11.4,12.5,125.7,9.9,130.89999,12.3,,,,,,,,,,,,,,,,
2023-02-09 00:10:00,6.2,85.5,11.4,12.5,125.8,9.8,130.89999,12.3,,,,,,,,,,,,,,,,
2023-02-09 00:20:00,6.2,85.5,11.3,12.5,125.8,9.8,130.89999,12.3,,,,,,,,,,,,,,,,
2023-02-09 00:30:00,6.2,85.5,11.3,12.5,126.9,9.8,130.89999,12.3,,,,,,,,,,,,,,,,
2023-02-09 00:40:00,6.2,85.5,11.3,12.5,125.8,9.9,131.5,12.3,,,,,,,,,,,,,,,,
2023-02-09 00:50:00,6.2,85.5,11.3,12.5,126.9,9.8,130.89999,12.2,,,,,,,,,,,,,,,,
2023-02-09 01:00:00,6.2,85.5,11.3,12.5,126.4,9.8,130.89999,12.2,,,,,,,,,,,,,,,,
2023-02-09 01:10:00,6.2,85.5,11.3,12.5,126.4,9.9,131.5,12.2,,,,,,,,,,,,,,,,
2023-02-09 01:20:00,6.2,85.5,11.3,12.5,126.4,9.8,130.89999,12.2,,,,,,,,,,,,,,,,
2023-02-09 01:30:00,6.2,85.5,11.2,12.5,126.4,9.9,131.5,12.1,,,,,,,,,,,,,,,,
2023-02-09 01:40:00,6.2,85.5,11.2,12.5,126.9,9.8,130.89999,12.1,,,,,,,,,,,,,,,,
2023-02-09 01:50:00,6.4,86.0,11.2,12.5,126.4,9.9,131.60001,12.1,,,,,,,,,,,,,,,,
2023-02-09 02:00:00,6.2,85.5,11.1,12.6,127.6,9.9,131.60001,12.1,,,,,,,,,,,,,,,,
2023-02-09 02:10:00,6.4,86.1,11.1,12.5,126.9,9.8,131.10001,12.1,,,,,,,,,,,,,,,,
2023-02-09 02:20:00,6.2,85.5,11.1,12.5,127.0,9.9,132.0,12.1,,,,,,,,,,,,,,,,
2023-02-09 02:30:00,6.2,85.5,11.1,12.5,127.0,9.9,132.60001,12.1,,,,,,,,,,,,,,,,
2023-02-09 02:40:00,,,,12.5,127.0,9.9,132.2,12.1,,,,,,,,,,,,,,,,
2023-02-09 02:50:00,6.4,86.1,11.1,12.6,127.6,9.9,132.2,12.0,,,,,,,,,,,,,,,,
2023-02-09 03:00:00,6.4,86.1,11.1,12.6,127.6,9.9,132.2,12.1,,,,,,,,,,,,,,,,
2023-02-09 03:10:00,6.4,86.1,11.1,12.6,128.2,9.9,132.60001,12.0,,,,,,,,,,,,,,,,
2023-02-09 03:20:00,6.4,86.0,11.1,12.6,128.2,9.9,132.2,12.0,,,,,,,,,,,,,,,,
2023-02-09 03:30:00,6.4,86.1,11.1,12.6,127.6,9.9,132.2,12.0,,,,,,,,,,,,,,,,
2023-02-09 03:40:00,6.5,86.6,11.0,12.6,127.6,9.9,132.2,12.0,,,,,,,,,,,,,,,,
2023-02-09 03:50:00,6.4,86.1,11.0,12.6,127.6,9.9,132.2,12.0,,,,,,,,,,,,,,,,
2023-02-09 04:00:00,6.2,85.5,11.0,12.6,127.6,9.9,132.7,12.0,,,,,,,,,,,,,,,,
2023-02-09 04:10:00,6.5,86.6,11.0,12.6,128.2,9.9,132.7,12.0,,,,,,,,,,,,,,,,
2023-02-09 04:20:00,6.5,86.6,11.0,12.6,127.6,9.9,132.7,12.0,,,,,,,,,,,,,,,,
2023-02-09 04:30:00,6.5,86.6,11.0,12.6,128.2,9.9,132.2,12.0,,,,,,,,,,,,,,,,
2023-02-09 04:40:00,6.5,86.6,11.0,12.6,128.2,9.9,132.7,12.0,,,,,,,,,,,,,,,,
2023-02-09 04:50:00,6.5,86.6,11.0,12.6,128.3,9.8,132.2,12.0,,,,,,,,,,,,,,,,
2023-02-09 05:00:00,6.5,86.6,11.0,12.6,128.3,9.8,132.2,12.0,,,,,,,,,,,,,,,,
2023-02-09 05:10:00,6.5,86.6,11.0,12.6,128.3,9.8,132.2,11.9,,,,,,,,,,,,,,,,
2023-02-09 05:20:00,6.5,86.6,11.0,12.6,128.3,9.9,133.3,11.9,,,,,,,,,,,,,,,,
2023-02-09 05:30:00,6.5,86.6,10.9,12.6,128.3,9.9,133.8,11.9,,,,,,,,,,,,,,,,
2023-02-09 05:40:00,6.5,86.6,10.9,12.6,128.3,9.9,132.7,11.9,,,,,,,,,,,,,,,,
2023-02-09 05:50:00,6.5,86.6,10.9,12.6,128.3,9.9,133.3,11.9,,,,,,,,,,,,,,,,
2023-02-09 06:00:00,6.5,86.6,10.9,12.6,128.3,9.9,132.8,11.9,,,,,,,,,,,,,,,,
2023-02-09 06:10:00,6.5,86.6,10.9,12.6,129.39999,9.9,132.7,11.9,,,,,,,,,,,,,,,,
2023-02-09 06:20:00,6.5,86.6,10.9,12.6,128.89999,9.9,132.89999,11.9,,,,,,,,,,,,,,,,
2023-02-09 06:30:00,6.5,86.6,10.9,12.6,129.39999,9.9,132.8,11.8,,,,,,,,,,,,,,,,
2023-02-09 06:40:00,6.5,86.6,10.8,12.6,129.39999,9.9,133.3,11.8,,,,,,,,,,,,,,,,
2023-02-09 06:50:00,6.5,86.6,10.8,12.6,128.89999,9.9,132.89999,11.8,,,,,,,,,,,,,,,,
2023-02-09 07:00:00,6.5,86.6,10.8,12.6,129.5,9.9,132.89999,11.8,,,,,,,,,,,,,,,,
2023-02-09 07:10:00,6.5,86.6,10.8,12.6,129.39999,9.9,132.89999,11.8,,,,,,,,,,,,,,,,
2023-02-09 07:20:00,6.5,86.7,10.8,12.6,129.5,9.9,133.39999,11.8,,,,,,,,,,,,,,,,
2023-02-09 07:30:00,6.6,87.2,10.8,12.6,129.5,9.9,133.60001,11.8,,,,,,,,,,,,,,,,
2023-02-09 07:40:00,6.5,86.7,10.8,12.6,129.5,9.9,133.39999,11.8,,,,,,,,,,,,,,,,
2023-02-09 07:50:00,6.6,87.2,10.7,12.6,129.5,9.9,133.39999,11.7,,,,,,,,,,,,,,,,
2023-02-09 08:00:00,6.5,86.7,10.7,12.7,129.60001,9.9,133.39999,11.7,,,,,,,,,,,,,,,,
2023-02-09 08:10:00,6.6,87.2,10.7,12.7,130.7,9.9,133.39999,11.7,,,,,,,,,,,,,,,,
2023-02-09 08:20:00,6.6,87.2,10.6,12.7,130.10001,9.9,134.0,11.7,,,,,,,,,,,,,,,,
2023-02-09 08:30:00,6.6,87.2,10.6,12.7,130.7,9.9,134.0,11.6,,,,,,,,,,,,,,,,
2023-02-09 08:40:00,6.7,87.3,10.6,12.7,130.7,9.9,134.0,11.7,,,,,,,,,,,,,,,,
2023-02-09 08:50:00,6.8,87.8,10.6,12.7,130.7,9.9,134.10001,11.6,,,,,,,,,,,,,,,,
2023-02-09 09:00:00,6.8,87.8,10.6,12.7,130.7,9.9,134.10001,11.6,,,,,,,,,,,,,,,,
2023-02-09 09:10:00,6.8,87.8,10.5,12.7,130.7,9.9,133.5,11.6,,,,,,,,,,,,,,,,
2023-02-09 09:20:00,6.8,87.8,10.5,12.7,130.7,9.9,134.10001,11.6,,,,,,,,,,,,,,,,
2023-02-09 09:30:00,6.8,87.8,10.5,12.7,131.3,9.9,134.2,11.6,,,,,,,,,,,,,,,,
2023-02-09 09:40:00,6.8,87.8,10.5,12.7,131.3,9.9,134.2,11.6,,,,,,,,,,,,,,,,
2023-02-09 09:50:00,6.8,87.8,10.5,12.7,131.3,9.9,134.3,11.5,,,,,,,,,,,,,,,,
2023-02-09 10:00:00,6.8,87.8,10.5,12.7,131.3,9.9,134.2,11.5,,,,,,,,,,,,,,,,
2023-02-09 10:10:00,6.8,87.9,10.5,12.7,131.3,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 10:20:00,6.8,87.9,10.5,12.7,131.39999,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 10:30:00,6.9,88.3,10.5,12.8,131.89999,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 10:40:00,6.8,87.9,10.5,12.8,131.8,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 10:50:00,6.8,87.8,10.5,12.7,131.39999,9.9,135.3,11.5,,,,,,,,,,,,,,,,
2023-02-09 11:00:00,6.9,88.4,10.6,12.7,131.3,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 11:10:00,7.0,88.9,10.5,12.7,130.8,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 11:20:00,6.9,88.4,10.6,12.8,131.8,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 11:30:00,6.9,88.4,10.6,12.7,130.8,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 11:40:00,6.9,88.4,10.6,12.7,130.8,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 11:50:00,6.8,87.9,10.6,12.7,130.8,9.9,135.3,11.5,,,,,,,,,,,,,,,,
2023-02-09 12:00:00,,,,12.7,130.8,9.9,135.39999,11.5,,,,,,,,,,,,,,,,
2023-02-09 12:10:00,6.9,88.4,10.7,12.8,131.8,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 12:20:00,6.9,88.4,10.8,12.7,130.7,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 12:30:00,6.9,88.4,10.8,12.7,130.7,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 12:40:00,6.9,88.4,10.9,12.7,130.7,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 12:50:00,6.8,87.8,11.0,12.7,130.2,9.9,134.8,11.5,,,,,,,,,,,,,,,,
2023-02-09 13:00:00,6.9,88.4,11.0,12.7,130.10001,9.9,134.8,11.6,,,,,,,,,,,,,,,,
2023-02-09 13:10:00,6.9,88.3,11.0,12.7,129.60001,9.9,135.8,11.6,,,,,,,,,,,,,,,,
2023-02-09 13:20:00,6.8,87.8,11.1,,,9.9,135.39999,11.6,,,,,,,,,,,,,,,,
2023-02-09 13:30:00,6.8,87.9,11.1,,,9.9,134.8,11.6,,,,,,,,,,,,,,,,
2023-02-09 13:40:00,6.9,88.4,11.1,12.6,128.89999,,,,,,,,,,,,,,,,,,,
2023-02-09 13:50:00,6.9,88.4,11.2,12.6,129.5,9.9,135.39999,11.7,,,,,,,,,,,,,,,,
2023-02-09 14:00:00,6.9,88.5,11.3,12.6,129.39999,9.9,134.8,11.7,,,,,,,,,,,,,,,,
2023-02-09 14:10:00,6.8,87.8,11.3,12.6,128.89999,9.9,134.3,11.8,,,,,,,,,,,,,,,,
2023-02-09 14:20:00,6.8,87.9,11.4,12.6,128.3,9.9,134.2,11.8,,,,,,,,,,,,,,,,
2023-02-09 14:30:00,6.8,87.9,11.5,12.6,128.3,9.9,133.60001,11.8,,,,,,,,,,,,,,,,
2023-02-09 14:40:00,6.8,87.8,11.6,12.6,128.3,9.9,134.10001,11.8,,,,,,,,,,,,,,,,
2023-02-09 14:50:00,6.8,87.9,11.6,12.6,128.3,9.9,134.10001,11.9,,,,,,,,,,,,,,,,
2023-02-09 15:00:00,6.8,87.9,11.7,12.6,128.3,9.9,134.10001,12.0,,,,,,,,,,,,,,,,
2023-02-09 15:10:00,,,,12.6,128.2,9.9,133.60001,12.0,,,,,,,,,,,,,,,,
2023-02-09 15:20:00,6.6,87.3,11.8,12.6,127.6,9.9,133.0,12.0,,,,,,,,,,,,,,,,
2023-02-09 15:30:00,6.6,87.3,11.9,12.5,127.1,9.9,133.0,12.1,,,,,,,,,,,,,,,,
2023-02-09 15:40:00,6.6,87.3,12.0,12.5,127.1,9.9,133.0,12.1,,,,,,,,,,,,,,,,
2023-02-09 15:50:00,6.6,87.3,12.0,12.5,126.5,9.9,133.39999,12.1,,,,,,,,,,,,,,,,
2023-02-09 16:00:00,6.6,87.3,12.1,12.5,126.9,9.9,133.39999,12.2,,,,,,,,,,,,,,,,
2023-02-09 16:10:00,6.5,86.7,12.1,12.5,125.8,9.9,133.3,12.2,,,,,,,,,,,,,,,,
2023-02-09 16:20:00,6.2,85.6,12.3,12.4,125.2,9.9,132.3,12.3,,,,,,,,,,,,,,,,
2023-02-09 16:30:00,5.9,84.3,12.3,12.4,123.9,9.9,132.3,12.4,,,,,,,,,,,,,,,,
2023-02-09 16:40:00,4.8,79.2,12.5,12.3,123.2,9.9,132.2,12.4,,,,,,,,,,,,,,,,
2023-02-09 16:50:00,4.1,76.4,12.5,12.2,121.5,9.8,130.39999,12.5,,,,,,,,,,,,,,,,
2023-02-09 17:00:00,3.5,73.6,12.6,12.2,120.2,9.8,129.8,12.5,,,,,,,,,,,,,,,,
2023-02-09 17:10:00,2.8,70.8,12.6,12.1,118.9,9.8,128.60001,12.6,,,,,,,,,,,,,,,,
2023-02-09 17:20:00,2.3,68.6,12.7,12.0,117.2,9.8,127.9,12.6,,,,,,,,,,,,,,,,
2023-02-09 17:30:00,1.8,66.4,12.7,12.0,115.9,9.7,127.2,12.7,,,,,,,,,,,,,,,,
2023-02-09 17:40:00,1.3,64.2,12.8,11.9,114.1,9.7,126.1,12.7,,,,,,,,,,,,,,,,
2023-02-09 17:50:00,1.0,63.1,12.8,11.8,112.9,9.7,125.4,12.8,,,,,,,,,,,,,,,,
2023-02-09 18:00:00,0.5,60.9,12.8,11.8,113.3,9.7,124.7,12.8,,,,,,,,,,,,,,,,
2023-02-09 18:10:00,0.3,59.8,12.8,11.7,110.5,9.6,124.1,12.8,,,,,,,,,,,,,,,,
2023-02-09 18:20:00,0.0,58.7,12.8,11.6,109.3,9.6,122.4,12.8,,,,,,,,,,,,,,,,
2023-02-09 18:30:00,0.4,56.5,12.8,11.6,108.7,9.6,121.7,12.8,,,,,,,,,,,,,,,,
2023-02-09 18:40:00,0.7,55.4,12.8,11.5,106.9,9.5,121.1,12.9,,,,,,,,,,,,,,,,
2023-02-09 18:50:00,0.0,54.9,12.8,11.4,105.8,9.5,120.4,12.8,,,,,,,,,,,,,,,,
2023-02-09 19:00:00,0.0,54.3,12.8,11.4,105.1,9.5,119.3,13.0,,,,,,,,,,,,,,,,
2023-02-09 19:10:00,0.0,53.3,12.8,11.4,104.5,9.5,118.6,13.0,,,,,,,,,,,,,,,,
2023-02-09 19:20:00,0.0,53.3,12.8,11.3,103.3,9.4,117.5,13.0,,,,,,,,,,,,,,,,
2023-02-09 19:30:00,0.0,53.3,12.8,11.3,103.3,9.4,117.5,13.0,,,,,,,,,,,,,,,,
2023-02-09 19:40:00,0.0,52.7,12.8,11.3,102.2,9.4,116.3,13.0,,,,,,,,,,,,,,,,
2023-02-09 19:50:00,0.0,52.2,12.8,11.2,100.4,9.4,117.3,13.0,,,,,,,,,,,,,,,,
2023-02-09 20:00:00,0.0,52.2,12.7,9.3,99.8,9.3,115.5,13.0,,,,,,,,,,,,,,,,
2023-02-09 20:10:00,0.0,52.2,12.7,9.0,98.6,9.3,115.0,13.0,,,,,,,,,,,,,,,,
2023-02-09 20:20:00,0.0,52.2,12.6,9.0,98.6,,,,,,,,,,,,,,,,,,,
2023-02-09 20:30:00,0.0,52.2,12.6,8.8,98.0,9.2,112.7,13.0,,,,,,,,,,,,,,,,
2023-02-09 20:40:00,0.0,52.2,12.6,8.8,98.0,9.2,112.6,13.0,,,,,,,,,,,,,,,,
2023-02-09 20:50:00,0.0,51.7,12.6,8.4,96.3,9.2,111.5,13.0,,,,,,,,,,,,,,,,
2023-02-09 21:00:00,0.0,52.2,12.6,8.4,96.2,9.2,111.4,13.0,,,,,,,,,,,,,,,,
2023-02-09 21:10:00,0.0,51.7,12.5,8.3,95.6,9.1,110.3,13.0,,,,,,,,,,,,,,,,
2023-02-09 21:20:00,0.0,52.2,12.5,8.4,96.1,9.1,110.3,12.9,,,,,,,,,,,,,,,,
2023-02-09 21:30:00,0.0,51.7,12.5,8.0,94.5,9.1,110.2,12.8,,,,,,,,,,,,,,,,
2023-02-09 21:40:00,0.0,51.7,12.5,7.9,93.9,9.1,109.1,12.9,,,,,,,,,,,,,,,,
2023-02-09 21:50:00,0.0,51.7,12.5,7.9,93.9,9.1,109.1,12.9,,,,,,,,,,,,,,,,
2023-02-09 22:00:00,0.0,52.2,12.4,7.6,92.8,9.1,109.0,12.8,,,,,,,,,,,,,,,,
2023-02-09 22:10:00,0.0,51.7,12.4,7.6,92.7,9.0,107.9,12.8,,,,,,,,,,,,,,,,
2023-02-09 22:20:00,0.0,52.2,12.3,7.6,92.7,9.0,107.9,12.9,,,,,,,,,,,,,,,,
2023-02-09 22:30:00,0.0,51.7,12.3,7.5,92.1,9.0,107.3,12.8,,,,,,,,,,,,,,,,
2023-02-09 22:40:00,0.0,51.7,12.3,7.5,92.1,9.0,107.3,12.8,,,,,,,,,,,,,,,,
2023-02-09 22:50:00,0.0,52.2,12.3,7.3,91.5,9.0,106.7,12.8,,,,,,,,,,,,,,,,
2023-02-09 23:00:00,0.0,51.7,12.2,7.1,90.4,9.0,106.7,12.8,,,,,,,,,,,,,,,,
2023-02-09 23:10:00,0.0,51.2,12.2,7.1,90.4,9.0,106.7,12.8,,,,,,,,,,,,,,,,
2023-02-09 23:20:00,0.0,51.7,12.2,6.9,89.8,8.9,106.1,12.8,,,,,,,,,,,,,,,,
2023-02-09 23:30:00,0.0,51.7,12.2,6.8,89.3,8.9,105.5,12.8,,,,,,,,,,,,,,,,
2023-02-09 23:40:00,0.0,51.7,12.1,6.8,89.3,8.9,105.5,12.8,,,,,,,,,,,,,,,,
2023-02-09 23:50:00,0.0,51.7,12.1,6.8,89.3,8.9,105.5,12.7,,,,,,,,,,,,,,,,
2023-02-10 00:00:00,0.0,51.7,12.1,6.8,89.2,8.9,105.5,12.7,,,,,,,,,,,,,,,,
2023-02-10 00:10:00,0.0,52.2,12.1,6.6,88.2,8.9,104.4,12.6,,,,,,,,,,,,,,,,
2023-02-10 00:20:00,0.0,51.7,12.0,6.6,88.2,8.8,104.3,12.6,,,,,,,,,,,,,,,,
2023-02-10 00:30:00,0.0,52.2,12.0,6.6,88.2,8.8,104.3,12.6,,,,,,,,,,,,,,,,
2023-02-10 00:40:00,0.0,52.2,12.0,6.5,88.1,8.8,104.3,12.6,,,,,,,,,,,,,,,,
2023-02-10 00:50:00,0.0,51.7,12.0,6.4,87.6,8.8,103.8,12.6,,,,,,,,,,,,,,,,
2023-02-10 01:00:00,0.0,52.2,12.0,6.5,88.1,8.8,103.8,12.6,,,,,,,,,,,,,,,,
2023-02-10 01:10:00,0.0,52.2,11.9,6.4,87.5,8.8,103.2,12.6,,,,,,,,,,,,,,,,
2023-02-10 01:20:00,0.0,52.2,11.9,6.5,88.0,8.8,104.1,12.6,,,,,,,,,,,,,,,,
2023-02-10 01:30:00,0.0,52.2,11.9,6.3,87.0,8.8,103.7,12.6,,,,,,,,,,,,,,,,
2023-02-10 01:40:00,0.0,52.2,11.8,6.3,87.0,8.8,103.1,12.6,,,,,,,,,,,,,,,,
2023-02-10 01:50:00,0.0,52.2,11.8,6.3,86.9,8.8,103.1,12.6,,,,,,,,,,,,,,,,
2023-02-10 02:00:00,0.0,52.2,11.8,6.1,86.4,8.8,103.1,12.5,,,,,,,,,,,,,,,,
2023-02-10 02:10:00,,,,6.3,86.9,8.8,102.6,12.5,,,,,,,,,,,,,,,,
2023-02-10 02:20:00,0.0,52.2,11.7,6.1,86.4,8.8,103.1,12.5,,,,,,,,,,,,,,,,
2023-02-10 02:30:00,0.0,52.2,11.6,6.0,85.8,8.7,102.0,12.5,,,,,,,,,,,,,,,,
2023-02-10 02:40:00,0.0,52.2,11.6,6.0,85.8,8.8,103.0,12.4,,,,,,,,,,,,,,,,
2023-02-10 02:50:00,0.0,52.2,11.6,6.0,85.8,8.7,102.5,12.4,,,,,,,,,,,,,,,,
2023-02-10 03:00:00,0.0,52.2,11.6,6.0,85.8,8.7,102.0,12.4,,,,,,,,,,,,,,,,
2023-02-10 03:10:00,0.0,52.2,11.6,6.0,85.8,8.7,102.5,12.3,,,,,,,,,,,,,,,,
2023-02-10 03:20:00,0.0,52.2,11.5,6.0,85.8,8.7,101.9,12.3,,,,,,,,,,,,,,,,
2023-02-10 03:30:00,0.0,52.2,11.5,6.0,85.8,8.7,101.9,12.3,,,,,,,,,,,,,,,,
2023-02-10 03:40:00,0.0,52.8,11.5,6.0,85.8,8.7,101.9,12.3,,,,,,,,,,,,,,,,
2023-02-10 03:50:00,0.0,52.3,11.5,6.0,85.8,8.7,101.9,12.3,,,,,,,,,,,,,,,,
2023-02-10 04:00:00,0.0,53.3,11.5,6.0,85.8,8.7,101.9,12.2,,,,,,,,,,,,,,,,
2023-02-10 04:10:00,0.0,52.8,11.4,6.0,85.8,8.7,101.5,12.2,,,,,,,,,,,,,,,,
2023-02-10 04:20:00,,,,6.0,85.8,8.7,102.0,12.2,,,,,,,,,,,,,,,,
2023-02-10 04:30:00,0.0,52.8,11.3,6.0,85.8,8.7,101.9,12.1,,,,,,,,,,,,,,,,
2023-02-10 04:40:00,0.0,52.8,11.3,6.0,85.8,8.7,102.5,12.1,,,,,,,,,,,,,,,,
2023-02-10 04:50:00,0.0,53.3,11.3,6.0,85.8,8.7,102.0,12.1,,,,,,,,,,,,,,,,
2023-02-10 05:00:00,0.0,53.3,11.2,6.0,85.8,8.7,101.9,12.1,,,,,,,,,,,,,,,,
