Time1,A2_soil_moisture_in_cb,A3_soil_moisture_in_cb,A4_soil_moisture_in_cb,mean_of_tension,A2_soil_moisture_in_cb_vol,A3_soil_moisture_in_cb_vol,A4_soil_moisture_in_cb_vol,mean_of_volumetreic
2023-03-13 00:00:00+01:00,87.08807933883162,64.27973838257634,82.44178009033203,77.93653260391334,25.922280047226316,27.5514472583874,26.254158564976283,26.575961956863335
2023-03-14 00:00:00+01:00,89.85890448583315,66.16339869281046,84.76190476190476,80.26140264684945,25.72436396529763,27.416900093370682,26.08843537414966,26.409899810939322
2023-03-15 00:00:00+01:00,91.97615900102831,67.72533294677734,87.14228185871303,82.28125793550623,25.57313149992655,27.305333360944473,25.918408438663356,26.26562443317813
2023-03-16 00:00:00+01:00,91.43124995231628,69.11205702977823,88.9333327738444,83.1588799186463,25.612053574834555,27.206281640730122,25.790476230439687,26.202937148668116
2023-03-17 00:00:00+01:00,94.62560983983482,71.09591856456939,91.92499972752162,85.88217604397528,25.38388501144037,27.0645772453879,25.57678573374845,26.008415996858904
2023-03-18 00:00:00+01:00,,73.11842060089111,95.1979450591623,84.1581828300267,,26.920112814222065,25.343003924345552,26.13155836928381
2023-03-19 00:00:00+01:00,,74.73291930204593,97.10064925156631,85.91678427680611,,26.804791478425287,25.207096482030977,26.005943980228132
2023-03-20 00:00:00+01:00,,76.36715297281307,99.33032251173451,87.84873774227378,,26.688060501941923,25.047834106304677,25.867947304123298
2023-03-21 00:00:00+01:00,,78.00923062838041,100.7986011638508,89.4039158961156,,26.57076924082997,24.98003497090373,25.775402105866853
2023-03-22 00:00:00+01:00,,80.16829290622618,103.31889727735144,91.74359509178882,,26.416550506698126,24.917027568066214,25.66678903738217
2023-03-23 00:00:00+01:00,126.02500343322754,82.0992761142012,104.84645591195174,104.32357848646016,24.34937491416931,26.278623134699913,24.878838602201206,25.16894555035681
2023-03-24 00:00:00+01:00,,84.1931624453292,107.05703690140335,95.62509967336626,,26.129059825333627,24.823574077464915,25.47631695139927
2023-03-25 00:00:00+01:00,,87.06419772866332,109.77423296969361,98.41921534917847,,25.923985876524046,24.75564417575766,25.339815026140855
2023-03-26 00:00:00+01:00,,89.8181821964989,111.70166708628336,100.75992464139114,,25.727272700250083,24.707458322842914,25.217365511546497
2023-03-27 00:00:00+01:00,,91.60819663376104,112.35511803814745,101.98165733595425,,25.599414526159926,24.691122049046314,25.14526828760312
2023-03-28 00:00:00+01:00,134.38333384195963,95.35158723498148,115.8052000427246,115.18004037322191,24.14041665395101,25.332029483215607,24.604869998931886,24.692438712032835
2023-03-29 00:00:00+01:00,,99.67500001192093,119.89032265447801,109.78266133319947,,25.023214284862792,24.50274193363805,24.76297810925042
2023-03-30 00:00:00+01:00,,102.75590563195897,121.96846131544847,112.36218347370371,,24.931102359201027,24.45078846711379,24.690945413157408
2023-03-31 00:00:00+01:00,,105.9132234557601,124.57679992675781,115.24501169125895,,24.852169413606,24.385580001831055,24.618874707718525
2023-04-01 00:00:00+01:00,,106.92231447834614,125.29180295350122,116.10705871592367,,24.826942138041346,24.36770492616247,24.59732353210191
2023-04-02 00:00:00+01:00,,107.18000024648813,124.27916641235352,115.72958332942082,,24.820499993837796,24.39302083969116,24.60676041676448
2023-04-03 00:00:00+01:00,,107.57234053916119,123.40165710449219,115.48699882182669,,24.81069148652097,24.414958572387697,24.612825029454335
2023-04-04 00:00:00+01:00,,108.19843775033951,123.32727296687355,115.76285535860653,,24.795039056241514,24.416818175828162,24.605928616034838
