Time1,A2_soil_moisture_in_cb,A3_soil_moisture_in_cb,A4_soil_moisture_in_cb,A2_soil_moisture_in_cb_vol,A3_soil_moisture_in_cb_vol,A4_soil_moisture_in_cb_vol
2022-12-08 13:00:00+01:00,0.0,,0.0,40.0,,40.0
2022-12-08 14:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
2022-12-08 15:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
2022-12-08 16:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
2022-12-08 17:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
2022-12-08 18:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
2022-12-08 19:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
2022-12-08 20:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
2022-12-08 21:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
2022-12-08 22:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
2022-12-08 23:00:00+01:00,0.0,0.0,0.0,40.0,40.0,40.0
