NO.;Heure;Intervalle;Température intérieure(°C);Humidité intérieure(%);Température extérieure(°C);Humidité extérieure(%);Pression relative(hpa);Pression absolue(hpa);Vitesse du vent(km/h);Rafale(km/h);Direction du vent;Point de rosée(°C);Facteur vent(°C);Précipitations dernière heure(mm);Précipitations dernières 24 h(mm);Précipitations de la semaine(mm);Précipitations du mois(mm);Précipitations totales(mm);Lumière(lux);UVI
1; 01/04/2023 00:03:43;5; 15.6;41; 10.2;58; 1015.6; 953.3; 2.5; 3.6; W; 2.3; 10.2; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
2; 01/04/2023 00:08:43;5; 15.6;41; 10.3;58; 1015.5; 953.2; 3.6; 5.0; NW; 2.4; 10.3; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
3; 01/04/2023 00:13:43;5; 15.5;40; 10.4;55; 1015.5; 953.2; 2.5; 5.0; W; 1.8; 10.4; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
4; 01/04/2023 00:18:43;5; 15.5;40; 10.3;54; 1015.6; 953.3; 3.6; 6.1; W; 1.4; 10.3; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
5; 01/04/2023 00:23:43;5; 15.5;40; 10.3;54; 1015.5; 953.2; 3.6; 5.0; NW; 1.4; 10.3; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
6; 01/04/2023 00:28:43;5; 15.5;40; 10.4;54; 1015.6; 953.3; 3.6; 5.0; NW; 1.5; 10.4; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
7; 01/04/2023 00:33:43;5; 15.4;40; 10.4;54; 1015.6; 953.3; 5.0; 7.2; W; 1.5; 10.4; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
8; 01/04/2023 00:38:43;5; 15.4;40; 10.4;53; 1015.6; 953.3; 3.6; 6.1; W; 1.2; 10.4; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
9; 01/04/2023 00:43:43;5; 15.4;40; 10.4;53; 1015.6; 953.3; 2.5; 3.6; NW; 1.2; 10.4; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
10; 01/04/2023 00:48:43;5; 15.2;40; 10.3;53; 1015.6; 953.3; 5.0; 6.1; WNW; 1.2; 10.3; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
11; 01/04/2023 00:53:43;5; 15.2;40; 10.3;53; 1015.5; 953.2; 3.6; 5.0; WSW; 1.2; 10.3; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
12; 01/04/2023 00:58:43;5; 15.2;40; 10.3;53; 1015.4; 953.1; 3.6; 5.0; W; 1.2; 10.3; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
13; 01/04/2023 01:03:43;5; 15.1;40; 10.3;53; 1015.5; 953.2; 5.0; 7.2; NW; 1.2; 10.3; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
14; 01/04/2023 01:08:43;5; 15.0;40; 10.4;53; 1015.6; 953.3; 5.0; 7.2; W; 1.2; 10.4; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
15; 01/04/2023 01:13:43;5; 15.0;40; 10.5;53; 1015.6; 953.3; 3.6; 6.1; SW; 1.3; 10.5; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
16; 01/04/2023 01:18:43;5; 15.0;40; 10.6;52; 1015.4; 953.1; 6.1; 8.6; W; 1.2; 10.6; 0.00; 0.00; 7.50; 0.00; 14.40; 0.0;0
17; 01/04/2023 01:23:43;5; 14.9;41; 10.7;52; 1015.4; 953.1; 3.6; 6.1; W; 1.3; 10.7; 0.00; 0.00; 7.50; 0.00; 14.40; 33.5;0
18; 01/04/2023 01:28:43;5; 14.9;41; 10.9;51; 1015.4; 953.1; 3.6; 3.6; NW; 1.2; 10.9; 0.00; 0.00; 7.50; 0.00; 14.40; 494.1;0
19; 01/04/2023 01:33:43;5; 14.9;41; 10.7;51; 1015.3; 953.0; 2.5; 3.6; NW; 1.0; 10.7; 0.00; 0.00; 7.50; 0.00; 14.40; 972.3;0
20; 01/04/2023 01:38:43;5; 14.9;41; 10.6;51; 1015.5; 953.2; 2.5; 5.0; W; 0.9; 10.6; 0.00; 0.00; 7.50; 0.00; 14.40; 1567.8;0
21; 01/04/2023 01:43:43;5; 14.9;41; 10.4;52; 1015.4; 953.1; 6.1; 8.6; NW; 1.0; 10.4; 0.00; 0.00; 7.50; 0.00; 14.40; 2529.3;0
22; 01/04/2023 01:48:43;5; 14.8;41; 10.8;52; 1015.5; 953.2; 5.0; 6.1; W; 1.3; 10.8; 0.00; 0.00; 7.50; 0.00; 14.40; 3078.7;0
23; 01/04/2023 01:53:43;5; 14.8;41; 11.3;51; 1015.4; 953.1; 3.6; 6.1; NW; 1.5; 11.3; 0.00; 0.00; 7.50; 0.00; 14.40; 3601.3;1
24; 01/04/2023 01:58:43;5; 14.8;41; 11.6;50; 1015.4; 953.1; 3.6; 5.0; WSW; 1.5; 11.6; 0.00; 0.00; 7.50; 0.00; 14.40; 4110.5;1
25; 01/04/2023 02:03:43;5; 14.8;41; 11.9;50; 1015.3; 953.0; 5.0; 7.2; SW; 1.8; 11.9; 0.00; 0.00; 7.50; 0.00; 14.40; 4814.0;1
26; 01/04/2023 02:08:43;5; 14.8;41; 11.9;50; 1015.3; 953.0; 3.6; 6.1; W; 1.8; 11.9; 0.00; 0.00; 7.50; 0.00; 14.40; 5189.2;1
27; 01/04/2023 02:13:43;5; 14.7;41; 12.0;50; 1015.3; 953.0; 5.0; 7.2; NW; 1.9; 12.0; 0.00; 0.00; 7.50; 0.00; 14.40; 11902.4;1
28; 01/04/2023 02:18:43;5; 14.7;41; 12.3;49; 1015.2; 952.9; 7.2; 11.2; NW; 1.9; 11.3; 0.00; 0.00; 7.50; 0.00; 14.40; 12888.4;1
29; 01/04/2023 02:23:43;5; 14.7;41; 12.6;44; 1015.1; 952.8; 6.1; 9.7; NW; 0.7; 12.6; 0.00; 0.00; 7.50; 0.00; 14.40; 14054.2;1
30; 01/04/2023 02:28:43;5; 14.7;41; 12.8;42; 1015.3; 953.0; 7.2; 12.2; W; 0.2; 11.8; 0.00; 0.00; 7.50; 0.00; 14.40; 15649.2;1
31; 01/04/2023 02:33:43;5; 14.7;41; 13.1;42; 1015.2; 952.9; 7.2; 9.7; NW; 0.5; 12.1; 0.00; 0.00; 7.50; 0.00; 14.40; 17302.2;1
32; 01/04/2023 02:38:43;5; 14.7;41; 13.3;42; 1015.2; 952.9; 3.6; 5.0; WNW; 0.7; 13.3; 0.00; 0.00; 7.50; 0.00; 14.40; 19338.0;1
33; 01/04/2023 02:43:43;5; 14.7;41; 13.7;41; 1015.0; 952.7; 3.6; 5.0; W; 0.7; 13.7; 0.00; 0.00; 7.50; 0.00; 14.40; 21199.8;1
34; 01/04/2023 02:48:43;5; 14.5;41; 14.1;41; 1015.0; 952.7; 3.6; 5.0; SW; 1.1; 14.1; 0.00; 0.00; 7.50; 0.00; 14.40; 23415.4;1
35; 01/04/2023 02:53:43;5; 14.7;42; 14.8;41; 1015.1; 952.8; 3.6; 5.0; W; 1.7; 14.8; 0.00; 0.00; 7.50; 0.00; 14.40; 25288.8;2
36; 01/04/2023 02:58:43;5; 14.7;42; 15.5;40; 1015.0; 952.7; 5.0; 7.2; NW; 2.0; 15.5; 0.00; 0.00; 7.50; 0.00; 14.40; 27417.4;2
37; 01/04/2023 03:03:43;5; 14.7;42; 15.9;39; 1014.9; 952.6; 5.0; 7.2; SW; 2.0; 15.9; 0.00; 0.00; 7.50; 0.00; 14.40; 30265.2;2
38; 01/04/2023 03:08:43;5; 14.7;42; 16.1;38; 1015.0; 952.7; 2.5; 3.6; SW; 1.8; 16.1; 0.00; 0.00; 7.50; 0.00; 14.40; 32741.8;2
39; 01/04/2023 03:13:43;5; 14.7;42; 17.1;36; 1014.9; 952.6; 3.6; 5.0; SW; 1.9; 17.1; 0.00; 0.00; 7.50; 0.00; 14.40; 35392.4;2
40; 01/04/2023 03:18:43;5; 14.7;42; 17.4;36; 1014.8; 952.5; 3.6; 5.0; SW; 2.2; 17.4; 0.00; 0.00; 7.50; 0.00; 14.40; 37283.2;2
41; 01/04/2023 03:23:43;5; 14.7;42; 17.9;32; 1014.9; 952.6; 3.6; 5.0; SW; 1.0; 17.9; 0.00; 0.00; 7.50; 0.00; 14.40; 39220.4;2
42; 01/04/2023 03:28:43;5; 14.7;42; 18.7;32; 1014.7; 952.4; 0.0; 1.1; N; 1.7; 18.7; 0.00; 0.00; 7.50; 0.00; 14.40; 41140.2;2
43; 01/04/2023 03:33:43;5; 14.8;42; 19.6;31; 1014.6; 952.3; 2.5; 5.0; NW; 2.0; 19.6; 0.00; 0.00; 7.50; 0.00; 14.40; 43315.2;2
44; 01/04/2023 03:38:43;5; 14.8;42; 20.0;30; 1014.7; 952.4; 6.1; 8.6; W; 1.9; 20.0; 0.00; 0.00; 7.50; 0.00; 14.40; 46087.6;3
45; 01/04/2023 03:43:43;5; 15.0;41; 20.2;30; 1014.6; 952.3; 5.0; 7.2; WNW; 2.1; 20.2; 0.00; 0.00; 7.50; 0.00; 14.40; 48280.0;3
46; 01/04/2023 03:48:43;5; 15.0;41; 20.5;30; 1014.7; 952.4; 7.2; 8.6; W; 2.4; 19.9; 0.00; 0.00; 7.50; 0.00; 14.40; 49695.2;3
47; 01/04/2023 03:53:43;5; 15.1;41; 20.8;30; 1014.6; 952.3; 6.1; 8.6; NW; 2.6; 20.8; 0.00; 0.00; 7.50; 0.00; 14.40; 51429.4;3
48; 01/04/2023 03:58:43;5; 15.1;41; 21.4;30; 1014.7; 952.4; 7.2; 9.7; N; 3.1; 20.8; 0.00; 0.00; 7.50; 0.00; 14.40; 53268.0;3
49; 01/04/2023 04:03:43;5; 15.2;41; 21.8;27; 1014.7; 952.4; 11.2; 13.3; N; 2.0; 20.2; 0.00; 0.00; 7.50; 0.00; 14.40; 54868.8;3
50; 01/04/2023 04:08:43;5; 15.2;41; 21.8;27; 1014.8; 952.5; 9.7; 13.3; NW; 2.0; 20.5; 0.00; 0.00; 7.50; 0.00; 14.40; 56545.0;3
51; 01/04/2023 04:13:43;5; 15.3;41; 22.6;23; 1014.7; 952.4; 6.1; 9.7; N; 0.4; 22.6; 0.00; 0.00; 7.50; 0.00; 14.40; 59329.0;3
52; 01/04/2023 04:18:43;5; 15.3;41; 23.2;23; 1014.7; 952.4; 11.2; 13.3; NW; 0.9; 21.8; 0.00; 0.00; 7.50; 0.00; 14.40; 61440.2;3
53; 01/04/2023 04:23:43;5; 15.4;41; 23.3;22; 1014.7; 952.4; 7.2; 9.7; W; 0.4; 22.8; 0.00; 0.00; 7.50; 0.00; 14.40; 64003.8;3
54; 01/04/2023 04:28:43;5; 15.5;41; 23.5;21; 1014.8; 952.5; 7.2; 9.7; NW; -0.1; 23.0; 0.00; 0.00; 7.50; 0.00; 14.40; 66109.2;4
55; 01/04/2023 04:33:43;5; 15.5;41; 23.8;21; 1014.7; 952.4; 6.1; 8.6; W; 0.2; 23.8; 0.00; 0.00; 7.50; 0.00; 14.40; 68336.4;4
56; 01/04/2023 04:38:43;5; 15.6;41; 24.2;21; 1014.8; 952.5; 7.2; 11.2; SW; 0.5; 23.8; 0.00; 0.00; 7.50; 0.00; 14.40; 71410.4;4
57; 01/04/2023 04:43:43;5; 15.6;41; 24.6;21; 1014.8; 952.5; 5.0; 6.1; NW; 0.9; 24.6; 0.00; 0.00; 7.50; 0.00; 14.40; 72541.4;4
58; 01/04/2023 04:48:43;5; 15.7;41; 25.1;21; 1014.7; 952.4; 7.2; 11.2; W; 1.3; 24.7; 0.00; 0.00; 7.50; 0.00; 14.40; 75139.8;4
59; 01/04/2023 04:53:43;5; 15.9;41; 25.3;21; 1014.8; 952.5; 9.7; 12.2; SW; 1.4; 24.4; 0.00; 0.00; 7.50; 0.00; 14.40; 77314.8;4
60; 01/04/2023 04:58:43;5; 16.0;40; 25.5;20; 1014.8; 952.5; 13.3; 18.4; W; 0.9; 24.1; 0.00; 0.00; 7.50; 0.00; 14.40; 79646.4;5
61; 01/04/2023 05:03:43;5; 16.0;40; 25.7;20; 1014.7; 952.4; 13.3; 17.3; NW; 1.1; 24.4; 0.00; 0.00; 7.50; 0.00; 14.40; 81229.8;5
62; 01/04/2023 05:08:43;5; 16.0;40; 26.2;20; 1014.7; 952.4; 12.2; 14.8; SW; 1.5; 25.1; 0.00; 0.00; 7.50; 0.00; 14.40; 83770.2;5
63; 01/04/2023 05:13:43;5; 16.2;40; 26.4;20; 1014.6; 952.3; 12.2; 15.8; W; 1.7; 25.3; 0.00; 0.00; 7.50; 0.00; 14.40; 86728.2;5
64; 01/04/2023 05:18:43;5; 16.3;41; 26.3;20; 1014.5; 952.2; 13.3; 17.3; WNW; 1.6; 25.1; 0.00; 0.00; 7.50; 0.00; 14.40; 87580.8;5
65; 01/04/2023 05:23:43;5; 16.3;40; 26.6;20; 1014.5; 952.2; 9.7; 13.3; NW; 1.8; 25.9; 0.00; 0.00; 7.50; 0.00; 14.40; 90034.2;6
66; 01/04/2023 05:28:43;5; 16.4;41; 26.8;20; 1014.7; 952.4; 12.2; 15.8; SW; 2.0; 25.8; 0.00; 0.00; 7.50; 0.00; 14.40; 91321.8;6
67; 01/04/2023 05:33:43;5; 16.6;40; 27.1;20; 1014.6; 952.3; 11.2; 13.3; W; 2.2; 26.3; 0.00; 0.00; 7.50; 0.00; 14.40; 92829.8;6
68; 01/04/2023 05:38:43;5; 16.6;40; 27.6;13; 1014.5; 952.2; 7.2; 9.7; NW; -3.3; 27.3; 0.00; 0.00; 7.50; 0.00; 14.40; 94970.0;6
69; 01/04/2023 05:43:43;5; 16.7;41; 27.8;14; 1014.6; 952.3; 13.3; 18.4; W; -2.1; 26.8; 0.00; 0.00; 7.50; 0.00; 14.40; 96298.2;6
70; 01/04/2023 05:48:43;5; 16.8;40; 27.8;14; 1014.4; 952.1; 11.2; 15.8; W; -2.1; 27.1; 0.00; 0.00; 7.50; 0.00; 14.40; 97539.4;7
71; 01/04/2023 05:53:43;5; 16.9;40; 28.1;14; 1014.4; 952.1; 9.7; 12.2; W; -1.9; 27.5; 0.00; 0.00; 7.50; 0.00; 14.40; 101276.0;7
72; 01/04/2023 05:58:43;5; 17.1;40; 28.3;14; 1014.4; 952.1; 12.2; 15.8; NW; -1.7; 27.5; 0.00; 0.00; 7.50; 0.00; 14.40; 102117.0;7
73; 01/04/2023 06:03:43;5; 17.2;40; 28.2;14; 1014.3; 952.0; 13.3; 19.4; SW; -1.8; 27.3; 0.00; 0.00; 7.50; 0.00; 14.40; 102772.4;7
74; 01/04/2023 06:08:43;5; 17.2;40; 28.2;14; 1014.4; 952.1; 9.7; 17.3; NW; -1.8; 27.7; 0.00; 0.00; 7.50; 0.00; 14.40; 105028.6;7
75; 01/04/2023 06:13:43;5; 17.3;39; 28.5;14; 1014.2; 951.9; 15.8; 20.9; S; -1.6; 27.5; 0.00; 0.00; 7.50; 0.00; 14.40; 106496.0;7
76; 01/04/2023 06:18:43;5; 17.3;39; 28.6;14; 1014.3; 952.0; 14.8; 19.4; W; -1.5; 27.7; 0.00; 0.00; 7.50; 0.00; 14.40; 106716.4;8
77; 01/04/2023 06:23:43;5; 17.5;39; 28.5;14; 1014.1; 951.8; 8.6; 12.2; WSW; -1.6; 28.1; 0.00; 0.00; 7.50; 0.00; 14.40; 107482.0;8
78; 01/04/2023 06:28:43;5; 17.5;39; 28.3;14; 1014.1; 951.8; 12.2; 14.8; WSW; -1.7; 27.5; 0.00; 0.00; 7.50; 0.00; 14.40; 107893.8;8
79; 01/04/2023 06:33:43;5; 17.6;39; 28.5;14; 1014.2; 951.9; 9.7; 13.3; W; -1.6; 28.0; 0.00; 0.00; 7.50; 0.00; 14.40; 109854.2;8
80; 01/04/2023 06:38:43;5; 17.7;39; 28.6;14; 1014.2; 951.9; 15.8; 18.4; S; -1.5; 27.6; 0.00; 0.00; 7.50; 0.00; 14.40; 110022.4;8
81; 01/04/2023 06:43:43;5; 17.8;39; 29.0;14; 1014.1; 951.8; 15.8; 22.0; W; -1.2; 28.1; 0.00; 0.00; 7.50; 0.00; 14.40; 111437.6;8
82; 01/04/2023 06:48:43;5; 18.0;39; 29.3;14; 1014.1; 951.8; 8.6; 11.2; W; -0.9; 29.0; 0.00; 0.00; 7.50; 0.00; 14.40; 113009.4;8
83; 01/04/2023 06:53:43;5; 18.1;40; 29.4;14; 1014.0; 951.7; 17.3; 23.4; NW; -0.8; 28.5; 0.00; 0.00; 7.50; 0.00; 14.40; 113282.0;8
84; 01/04/2023 06:58:43;5; 18.1;40; 29.3;14; 1013.8; 951.5; 9.7; 15.8; SSW; -0.9; 28.9; 0.00; 0.00; 7.50; 0.00; 14.40; 114221.6;8
85; 01/04/2023 07:03:43;5; 18.2;40; 29.7;14; 1013.9; 951.6; 12.2; 15.8; NW; -0.6; 29.2; 0.00; 0.00; 7.50; 0.00; 14.40; 115062.6;8
86; 01/04/2023 07:08:43;5; 18.2;40; 29.8;14; 1013.8; 951.5; 12.2; 15.8; W; -0.5; 29.3; 0.00; 0.00; 7.50; 0.00; 14.40; 115317.8;8
87; 01/04/2023 07:13:43;5; 18.4;39; 30.1;14; 1013.8; 951.5; 17.3; 19.4; W; -0.3; 29.4; 0.00; 0.00; 7.50; 0.00; 14.40; 116031.2;9
88; 01/04/2023 07:18:43;5; 18.4;39; 30.3;14; 1013.8; 951.5; 12.2; 15.8; N; -0.1; 29.9; 0.00; 0.00; 7.50; 0.00; 14.40; 115776.0;9
89; 01/04/2023 07:23:43;5; 18.5;39; 30.4;14; 1013.8; 951.5; 14.8; 17.3; W; -0.1; 29.9; 0.00; 0.00; 7.50; 0.00; 14.40; 115277.2;9
90; 01/04/2023 07:28:43;5; 18.6;41; 30.3;14; 1013.7; 951.4; 11.2; 14.8; W; -0.1; 29.9; 0.00; 0.00; 7.50; 0.00; 14.40; 117353.6;9
91; 01/04/2023 07:33:43;5; 18.7;39; 30.3;14; 1013.6; 951.3; 11.2; 14.8; WSW; -0.1; 29.9; 0.00; 0.00; 7.50; 0.00; 14.40; 116472.0;9
92; 01/04/2023 07:38:43;5; 18.9;41; 30.5;14; 1013.6; 951.3; 11.2; 14.8; WNW; 0.0; 30.1; 0.00; 0.00; 7.50; 0.00; 14.40; 117365.2;9
93; 01/04/2023 07:43:43;5; 18.9;41; 30.7;14; 1013.5; 951.2; 11.2; 17.3; SW; 0.2; 30.4; 0.00; 0.00; 7.50; 0.00; 14.40; 117347.8;9
94; 01/04/2023 07:48:43;5; 19.1;39; 31.0;14; 1013.4; 951.1; 8.6; 12.2; W; 0.4; 30.8; 0.00; 0.00; 7.50; 0.00; 14.40; 117713.2;8
95; 01/04/2023 07:53:43;5; 19.1;38; 30.9;14; 1013.4; 951.1; 13.3; 17.3; W; 0.3; 30.5; 0.00; 0.00; 7.50; 0.00; 14.40; 117318.8;8
96; 01/04/2023 07:58:43;5; 19.2;38; 30.6;14; 1013.1; 950.8; 11.2; 13.3; NW; 0.1; 30.3; 0.00; 0.00; 7.50; 0.00; 14.40; 116054.4;8
97; 01/04/2023 08:03:43;5; 19.2;37; 30.8;14; 1013.2; 950.9; 13.3; 24.5; SW; 0.3; 30.4; 0.00; 0.00; 7.50; 0.00; 14.40; 115822.4;8
98; 01/04/2023 08:08:43;5; 19.3;39; 30.8;14; 1013.2; 950.9; 8.6; 11.2; W; 0.3; 30.6; 0.00; 0.00; 7.50; 0.00; 14.40; 116153.0;8
99; 01/04/2023 08:13:43;5; 19.3;37; 31.4;14; 1012.8; 950.5; 7.2; 9.7; NE; 0.7; 31.3; 0.00; 0.00; 7.50; 0.00; 14.40; 115874.6;8
100; 01/04/2023 08:18:43;5; 19.4;38; 31.5;14; 1012.8; 950.5; 9.7; 12.2; W; 0.8; 31.3; 0.00; 0.00; 7.50; 0.00; 14.40; 116518.4;8
101; 01/04/2023 08:23:43;5; 19.5;37; 31.0;14; 1012.7; 950.4; 15.8; 20.9; SW; 0.4; 30.6; 0.00; 0.00; 7.50; 0.00; 14.40; 113838.8;8
102; 01/04/2023 08:28:43;5; 19.5;37; 30.9;14; 1012.7; 950.4; 13.3; 18.4; SW; 0.3; 30.5; 0.00; 0.00; 7.50; 0.00; 14.40; 112510.6;8
103; 01/04/2023 08:33:43;5; 19.6;37; 31.3;14; 1012.5; 950.2; 8.6; 11.2; W; 0.7; 31.2; 0.00; 0.00; 7.50; 0.00; 14.40; 112916.6;8
104; 01/04/2023 08:38:43;5; 19.8;37; 31.5;14; 1012.5; 950.2; 8.6; 12.2; SW; 0.8; 31.4; 0.00; 0.00; 7.50; 0.00; 14.40; 113374.8;8
105; 01/04/2023 08:43:43;5; 19.7;39; 31.2;14; 1012.4; 950.1; 11.2; 14.8; WNW; 0.6; 30.9; 0.00; 0.00; 7.50; 0.00; 14.40; 111205.6;8
106; 01/04/2023 08:48:43;5; 19.8;39; 31.4;14; 1012.4; 950.1; 9.7; 12.2; W; 0.7; 31.2; 0.00; 0.00; 7.50; 0.00; 14.40; 111890.0;7
107; 01/04/2023 08:53:43;5; 19.9;39; 31.7;14; 1012.3; 950.0; 8.6; 11.2; W; 1.0; 31.6; 0.00; 0.00; 7.50; 0.00; 14.40; 110219.6;7
108; 01/04/2023 08:58:43;5; 19.9;39; 31.8;14; 1012.3; 950.0; 8.6; 12.2; NW; 1.1; 31.7; 0.00; 0.00; 7.50; 0.00; 14.40; 108386.8;7
109; 01/04/2023 09:03:43;5; 20.0;38; 31.9;14; 1012.0; 949.7; 7.2; 8.6; WNW; 1.1; 31.8; 0.00; 0.00; 7.50; 0.00; 14.40; 107377.6;7
110; 01/04/2023 09:08:43;5; 20.0;36; 32.4;14; 1012.1; 949.8; 3.6; 5.0; W; 1.5; 32.4; 0.00; 0.00; 7.50; 0.00; 14.40; 106519.2;7
111; 01/04/2023 09:13:43;5; 20.1;36; 32.6;14; 1011.9; 949.6; 12.2; 17.3; SW; 1.7; 32.5; 0.00; 0.00; 7.50; 0.00; 14.40; 107777.8;7
112; 01/04/2023 09:18:43;5; 20.1;37; 32.2;14; 1012.0; 949.7; 7.2; 8.6; NNW; 1.4; 32.2; 0.00; 0.00; 7.50; 0.00; 14.40; 103984.6;7
113; 01/04/2023 09:23:43;5; 20.1;37; 32.1;14; 1011.7; 949.4; 11.2; 13.3; SW; 1.3; 32.0; 0.00; 0.00; 7.50; 0.00; 14.40; 102691.2;6
114; 01/04/2023 09:28:43;5; 20.2;37; 32.3;14; 1011.6; 949.3; 9.7; 12.2; NW; 1.4; 32.2; 0.00; 0.00; 7.50; 0.00; 14.40; 101803.8;6
115; 01/04/2023 09:33:43;5; 20.2;37; 32.3;14; 1011.6; 949.3; 12.2; 15.8; W; 1.4; 32.2; 0.00; 0.00; 7.50; 0.00; 14.40; 98363.0;6
116; 01/04/2023 09:38:43;5; 20.3;37; 32.0;14; 1011.6; 949.3; 11.2; 14.8; W; 1.2; 31.9; 0.00; 0.00; 7.50; 0.00; 14.40; 96437.4;6
117; 01/04/2023 09:43:43;5; 20.3;37; 32.2;14; 1011.5; 949.2; 7.2; 9.7; W; 1.4; 32.2; 0.00; 0.00; 7.50; 0.00; 14.40; 95033.8;6
118; 01/04/2023 09:48:43;5; 20.3;36; 32.2;14; 1011.4; 949.1; 8.6; 12.2; SW; 1.4; 32.1; 0.00; 0.00; 7.50; 0.00; 14.40; 93694.0;6
119; 01/04/2023 09:53:43;5; 20.4;34; 32.0;14; 1011.2; 948.9; 11.2; 14.8; NW; 1.2; 31.9; 0.00; 0.00; 7.50; 0.00; 14.40; 90863.6;5
120; 01/04/2023 09:58:43;5; 20.4;34; 32.2;14; 1011.1; 948.8; 11.2; 15.8; WSW; 1.4; 32.1; 0.00; 0.00; 7.50; 0.00; 14.40; 89019.2;5
121; 01/04/2023 10:03:43;5; 20.6;34; 32.4;14; 1011.3; 949.0; 8.6; 11.2; NW; 1.5; 32.3; 0.00; 0.00; 7.50; 0.00; 14.40; 87894.0;5
122; 01/04/2023 10:08:43;5; 20.5;34; 32.3;14; 1011.1; 948.8; 13.3; 15.8; NW; 1.4; 32.2; 0.00; 0.00; 7.50; 0.00; 14.40; 85081.0;5
123; 01/04/2023 10:13:43;5; 20.6;34; 32.2;14; 1011.1; 948.8; 11.2; 12.2; W; 1.4; 32.1; 0.00; 0.00; 7.50; 0.00; 14.40; 83886.2;5
124; 01/04/2023 10:18:43;5; 20.7;34; 31.9;14; 1011.0; 948.7; 7.2; 8.6; W; 1.1; 31.8; 0.00; 0.00; 7.50; 0.00; 14.40; 81728.6;5
125; 01/04/2023 10:23:43;5; 20.7;34; 31.9;14; 1011.1; 948.8; 17.3; 27.0; W; 1.1; 31.6; 0.00; 0.00; 7.50; 0.00; 14.40; 79832.0;4
126; 01/04/2023 10:28:43;5; 20.7;34; 31.5;14; 1010.9; 948.6; 15.8; 28.1; NNW; 0.8; 31.2; 0.00; 0.00; 7.50; 0.00; 14.40; 78295.0;4
127; 01/04/2023 10:33:43;5; 20.9;34; 31.7;14; 1011.0; 948.7; 14.8; 19.4; W; 1.0; 31.4; 0.00; 0.00; 7.50; 0.00; 14.40; 76746.4;4
128; 01/04/2023 10:38:43;5; 20.8;34; 31.2;14; 1010.8; 948.5; 18.4; 27.0; W; 0.6; 30.7; 0.00; 0.00; 7.50; 0.00; 14.40; 76079.4;4
129; 01/04/2023 10:43:43;5; 20.9;34; 31.0;14; 1010.8; 948.5; 17.3; 20.9; W; 0.4; 30.5; 0.00; 0.00; 7.50; 0.00; 14.40; 75806.8;4
130; 01/04/2023 10:48:43;5; 20.9;33; 31.3;14; 1010.9; 948.6; 17.3; 23.4; W; 0.7; 30.9; 0.00; 0.00; 7.50; 0.00; 14.40; 70192.4;4
131; 01/04/2023 10:53:43;5; 21.0;32; 31.2;14; 1010.8; 948.5; 15.8; 22.0; W; 0.6; 30.8; 0.00; 0.00; 7.50; 0.00; 14.40; 66590.6;4
132; 01/04/2023 10:58:43;5; 21.0;32; 31.4;14; 1010.9; 948.6; 14.8; 19.4; NW; 0.7; 31.1; 0.00; 0.00; 7.50; 0.00; 14.40; 63963.2;3
133; 01/04/2023 11:03:43;5; 21.0;32; 31.1;14; 1010.8; 948.5; 14.8; 20.9; W; 0.5; 30.7; 0.00; 0.00; 7.50; 0.00; 14.40; 60842.8;3
134; 01/04/2023 11:08:43;5; 21.0;32; 31.0;14; 1010.8; 948.5; 17.3; 22.0; SW; 0.4; 30.5; 0.00; 0.00; 7.50; 0.00; 14.40; 58783.8;3
135; 01/04/2023 11:13:43;5; 21.1;33; 30.8;14; 1010.6; 948.3; 13.3; 18.4; WSW; 0.3; 30.4; 0.00; 0.00; 7.50; 0.00; 14.40; 52305.2;3
136; 01/04/2023 11:18:43;5; 21.2;33; 30.9;14; 1010.6; 948.3; 14.8; 20.9; S; 0.3; 30.5; 0.00; 0.00; 7.50; 0.00; 14.40; 55309.6;3
137; 01/04/2023 11:23:43;5; 21.2;33; 30.5;14; 1010.6; 948.3; 19.4; 23.4; W; 0.0; 29.8; 0.00; 0.00; 7.50; 0.00; 14.40; 53459.4;3
138; 01/04/2023 11:28:43;5; 21.2;31; 30.3;14; 1010.7; 948.4; 18.4; 23.4; W; -0.1; 29.6; 0.00; 0.00; 7.50; 0.00; 14.40; 50536.2;3
139; 01/04/2023 11:33:43;5; 21.3;32; 29.9;14; 1010.5; 948.2; 22.0; 27.0; WSW; -0.4; 29.0; 0.00; 0.00; 7.50; 0.00; 14.40; 48187.2;3
140; 01/04/2023 11:38:43;5; 21.4;32; 29.9;14; 1010.6; 948.3; 18.4; 23.4; NW; -0.4; 29.1; 0.00; 0.00; 7.50; 0.00; 14.40; 42717.8;2
