Time,638de4c468f31919048f189c; 63932c8868f319085df375bf / B1_4xAA; Soil_tension / SoilHumiditySensor,638de4c468f31919048f189c; 63932c8868f319085df375c1 / B1_4xAA; Resistance / ,638de4c468f31919048f189c; 63932c8868f319085df375c3 / B1_4xAA; Soil_temperature / SoilThermometer,638de4c468f31919048f189c; 63932c8868f319085df375c7 / B1_4xAA; Battery_voltage / BoardVoltageSensor,638de53168f31919048f189d; 63932c6e68f319085df375b5 / B2_solar_x2_03; Soil_tension / SoilHumiditySensor,638de53168f31919048f189d; 63932c6e68f319085df375bd / B2_solar_x2_03; Battery_voltage / BoardVoltageSensor,638de56a68f31919048f189e; 63932ce468f319085df375c9 / B3_solar_x1_02; Soil_tension / SoilHumiditySensor,638de56a68f31919048f189e; 63932ce468f319085df375cd / B3_solar_x1_02; Soil_temperature / SoilThermometer,638de56a68f31919048f189e; 63932ce468f319085df375d1 / B3_solar_x1_02; Battery_voltage / BoardVoltageSensor,638de57568f31919048f189f; 63932c3668f319085df375ab / B4_solar_x1_03; Soil_tension / SoilHumiditySensor,638de57568f31919048f189f; 63932c3668f319085df375b3 / B4_solar_x1_03; Battery_voltage / BoardVoltageSensor,mean_of_tension,638de53168f31919048f189d; 63932c6e68f319085df375b5 / B2_solar_x2_03; Soil_tension / SoilHumiditySensor_vol,638de56a68f31919048f189e; 63932ce468f319085df375c9 / B3_solar_x1_02; Soil_tension / SoilHumiditySensor_vol,638de57568f31919048f189f; 63932c3668f319085df375ab / B4_solar_x1_03; Soil_tension / SoilHumiditySensor_vol,mean_of_volumetric
2023-02-08 00:00:00+01:00,,,,,6.0,3.9221428571428567,12.317857142857145,28.0,4.027857142857143,9.817857142857145,4.0475,9.378571428571428,37.0,34.42053571428571,35.091071428571425,35.50386904761904
2023-02-09 00:00:00+01:00,,,,,4.6922077922077925,4.011168831168831,12.057142857142857,28.0,4.011428571428572,9.774025974025975,4.094675324675325,8.84112554112554,37.65389610389611,34.48571428571429,35.11298701298701,35.7508658008658
2023-02-10 00:00:00+01:00,,,,,0.4435897435897436,4.015384615384615,6.2749999999999995,28.0,4.0151315789473685,8.702597402597402,4.057012987012987,5.140395715395715,39.77820512820513,36.8625,35.6487012987013,37.429802142302144
2023-02-11 00:00:00+01:00,,,,,0.208,3.9958666666666667,7.331578947368421,28.0,4.029342105263158,8.860526315789475,4.084473684210526,5.466701754385966,39.896,36.33421052631579,35.56973684210526,37.26664912280702
2023-02-12 00:00:00+01:00,,,,,0.8,4.014520547945206,8.094520547945205,28.0,4.010684931506849,9.04025974025974,4.062337662337662,5.978260096068316,39.6,35.952739726027396,35.47987012987013,37.010869951965844
2023-02-13 00:00:00+01:00,,,,,1.8233766233766235,3.9992207792207792,10.368421052631579,28.0,4.04421052631579,9.196052631578947,4.094473684210526,7.1292834358623836,39.08831168831169,34.9078947368421,35.401973684210525,36.46606003645477
2023-02-14 00:00:00+01:00,,,,,2.5025974025974023,3.9616883116883117,11.13974358974359,28.0,4.019230769230769,9.314102564102564,4.057307692307692,7.652147852147852,38.7487012987013,34.7150641025641,35.342948717948715,36.268904706404705
2023-02-15 00:00:00+01:00,,,,,3.133766233766234,4.03038961038961,11.47236842105263,28.0,4.086184210526316,9.4,4.121025641025641,8.002044884939622,38.43311688311689,34.63190789473684,35.3,36.12167492595124
2023-02-16 00:00:00+01:00,,,,,3.5384615384615383,4.033461538461538,11.516666666666666,28.0,4.0548717948717945,9.5,4.092105263157895,8.185042735042735,38.230769230769226,34.62083333333334,35.25,36.03386752136752
2023-02-17 00:00:00+01:00,,,,,4.15974025974026,4.002597402597402,11.73835616438356,28.0,4.022739726027397,9.598684210526315,4.054473684210526,8.498926878216713,37.92012987012987,34.56541095890411,35.20065789473684,35.89539957459027
2023-02-18 00:00:00+01:00,,,,,4.694594594594594,3.9685135135135137,11.852564102564102,28.0,4.0830769230769235,9.671794871794871,4.126153846153847,8.73965118965119,37.6527027027027,34.53685897435898,35.16410256410256,35.78455474705475
2023-02-19 00:00:00+01:00,,,,,4.946753246753247,4.044415584415584,11.924675324675324,28.0,4.060779220779221,9.734177215189874,4.101012658227848,8.868535262206148,37.52662337662338,34.51883116883116,35.132911392405056,35.726121979286525
2023-02-20 00:00:00+01:00,,,,,5.1746835443037975,4.0478481012658225,11.96103896103896,28.0,4.0285714285714285,9.803896103896106,4.068441558441558,8.979872869746288,37.4126582278481,34.509740259740255,35.098051948051946,35.673483478546764
2023-02-21 00:00:00+01:00,,,,,5.57922077922078,4.015064935064935,12.095774647887325,28.0,4.0949295774647885,9.897297297297296,4.141351351351351,9.190764241468466,37.21038961038961,34.476056338028165,35.05135135135135,35.57926576658971
