"Time","638de53168f31919048f189d, 63932c6e68f319085df375b5; B2_solar_x2_03, Soil_tension","638de53168f31919048f189d, 63932c6e68f319085df375b7; B2_solar_x2_03, Resistance","638de53168f31919048f189d, 63932c6e68f319085df375b9; B2_solar_x2_03, Soil_temperature","638de56a68f31919048f189e, 63932ce468f319085df375cb; B3_solar_x1_02, Resistance","638de57568f31919048f189f, 63932c3668f319085df375ab; B4_solar_x1_03, Soil_tension","638de57568f31919048f189f, 63932c3668f319085df375ad; B4_solar_x1_03, Resistance","638de57568f31919048f189f, 63932c3668f319085df375af; B4_solar_x1_03, Soil_temperature"
"2023-02-15 18:50:00 +0000 UTC",2.7,70.4,13,102.2,9.4,117.5,13
"2023-02-15 19:00:00 +0000 UTC",2.7,70.4,13,102.2,9.4,117.6,12.9
"2023-02-15 19:10:00 +0000 UTC",2.7,70.4,13,102.2,9.4,117.5,13
"2023-02-15 19:20:00 +0000 UTC",2.7,70.4,13,102.2,9.4,117.7,13
"2023-02-15 19:30:00 +0000 UTC",2.7,70.4,13,102.2,9.4,117.3,13
"2023-02-15 19:40:00 +0000 UTC",2.7,70.4,13,102.2,9.4,117.6,13
"2023-02-15 19:50:00 +0000 UTC",2.6,69.9,13,102.7,9.4,117.6,13
"2023-02-15 20:00:00 +0000 UTC",,,,102.7,9.4,117.6,13
"2023-02-15 20:10:00 +0000 UTC",2.7,70.4,12.9,102.7,9.4,117.5,13
"2023-02-15 20:20:00 +0000 UTC",2.7,70.4,12.8,102.7,9.4,117.6,13
"2023-02-15 20:30:00 +0000 UTC",2.7,70.4,12.8,103.3,9.4,117.6,13
"2023-02-15 20:40:00 +0000 UTC",2.7,70.4,12.8,103.3,9.4,117.5,13
"2023-02-15 20:50:00 +0000 UTC",2.6,69.9,12.8,103.3,9.4,117.6,13
"2023-02-15 21:00:00 +0000 UTC",2.7,70.4,12.8,103.3,9.4,117.6,13
"2023-02-15 21:10:00 +0000 UTC",2.6,69.9,12.8,103.3,9.4,117.6,13
"2023-02-15 21:20:00 +0000 UTC",2.6,69.9,12.8,103.3,9.4,117.7,13
"2023-02-15 21:30:00 +0000 UTC",2.7,70.4,12.7,103.3,9.4,117.6,12.9
"2023-02-15 21:40:00 +0000 UTC",2.7,70.4,12.6,103.3,9.4,117.6,12.9
"2023-02-15 21:50:00 +0000 UTC",2.8,70.9,12.6,103.9,9.4,118.7,12.9
"2023-02-15 22:00:00 +0000 UTC",2.8,70.9,12.6,103.9,9.4,118.4,12.9
"2023-02-15 22:10:00 +0000 UTC",2.8,70.9,12.5,103.9,9.4,117.7,12.9
"2023-02-15 22:20:00 +0000 UTC",2.8,70.9,12.5,103.9,9.4,118.2,12.8
"2023-02-15 22:30:00 +0000 UTC",2.8,70.9,12.5,103.9,9.4,118.8,12.8
"2023-02-15 22:40:00 +0000 UTC",2.8,70.9,12.5,104.5,9.4,118.2,12.8
"2023-02-15 22:50:00 +0000 UTC",2.8,70.9,12.5,104.5,9.4,118.8,12.8
"2023-02-15 23:00:00 +0000 UTC",2.8,70.9,12.4,105.6,9.4,118.8,12.8
"2023-02-15 23:10:00 +0000 UTC",2.8,70.9,12.3,,9.4,118.8,12.8
"2023-02-15 23:20:00 +0000 UTC",2.8,70.9,12.3,104.5,9.4,118.8,12.7
"2023-02-15 23:30:00 +0000 UTC",2.9,71.2,12.3,104.5,9.4,119.3,12.6
"2023-02-15 23:40:00 +0000 UTC",3,71.5,12.2,104.5,9.4,118.8,12.6
"2023-02-15 23:50:00 +0000 UTC",3.1,72,12.2,105.1,9.4,118.8,12.6
"2023-02-16 00:00:00 +0000 UTC",3,71.5,12.1,104.6,9.4,118.8,12.6
"2023-02-16 00:10:00 +0000 UTC",3,71.5,12.1,105.1,9.4,118.8,12.6
"2023-02-16 00:20:00 +0000 UTC",3.1,72,12.1,105.1,9.4,118.8,12.6
"2023-02-16 00:30:00 +0000 UTC",2.9,71,12.1,105.7,9.4,118.9,12.5
"2023-02-16 00:40:00 +0000 UTC",3,71.5,12,105.7,9.4,119.4,12.5
"2023-02-16 00:50:00 +0000 UTC",2.9,71,12,105.7,9.4,120,12.5
"2023-02-16 01:00:00 +0000 UTC",2.9,71,12,105.7,9.4,119.4,12.5
"2023-02-16 01:10:00 +0000 UTC",3,71.5,11.9,105.7,9.4,120,12.5
"2023-02-16 01:20:00 +0000 UTC",3.1,72,11.9,106.3,9.4,120,12.5
"2023-02-16 01:30:00 +0000 UTC",3.15,72.3,11.8,106.3,9.4,120,12.5
"2023-02-16 01:40:00 +0000 UTC",3.1,72.1,11.8,106.3,9.4,120,12.5
"2023-02-16 01:50:00 +0000 UTC",3.1,72.1,11.7,106.3,9.4,120,12.4
"2023-02-16 02:00:00 +0000 UTC",3.1,72.1,11.7,106.3,9.4,120,12.4
"2023-02-16 02:10:00 +0000 UTC",3.1,72.1,11.7,106.9,9.4,120,12.3
"2023-02-16 02:20:00 +0000 UTC",3.1,72.1,11.7,107.4,9.4,120,12.3
"2023-02-16 02:30:00 +0000 UTC",3.1,72.1,11.6,107.5,9.4,120,12.3
"2023-02-16 02:40:00 +0000 UTC",3.1,72.1,11.6,107.5,9.4,120.6,12.3
"2023-02-16 02:50:00 +0000 UTC",3.1,72.1,11.6,107.5,9.5,121.2,12.3
"2023-02-16 03:00:00 +0000 UTC",3.1,72.1,11.6,106.9,9.4,120.6,12.2
"2023-02-16 03:10:00 +0000 UTC",3.1,72.1,11.5,107.5,9.4,120.6,12.2
"2023-02-16 03:20:00 +0000 UTC",3.2,72.6,11.5,107,9.4,120.6,12.2
"2023-02-16 03:30:00 +0000 UTC",3.1,72.1,11.5,107.5,9.5,121.2,12.2
"2023-02-16 03:40:00 +0000 UTC",3.3,72.6,11.5,108.1,9.4,120.6,12.1
"2023-02-16 03:50:00 +0000 UTC",3.3,72.6,11.4,108.1,9.4,121.2,12.1
"2023-02-16 04:00:00 +0000 UTC",3.1,72.1,11.4,108.1,9.4,121.2,12.1
"2023-02-16 04:10:00 +0000 UTC",,,,108.1,9.5,121.7,12.1
"2023-02-16 04:20:00 +0000 UTC",3.3,72.6,11.3,108.7,9.4,121.2,12.1
"2023-02-16 04:30:00 +0000 UTC",3.3,72.6,11.3,108.7,9.5,121.7,12.1
"2023-02-16 04:40:00 +0000 UTC",3.4,73.2,11.3,108.7,9.4,121.2,12
"2023-02-16 04:50:00 +0000 UTC",3.4,73.2,11.3,108.7,9.4,121.3,12
"2023-02-16 05:00:00 +0000 UTC",3.4,73.2,11.2,108.7,9.45,121.9,12
"2023-02-16 05:10:00 +0000 UTC",3.4,73.2,11.15,109.3,9.5,122.4,12
"2023-02-16 05:20:00 +0000 UTC",3.4,73.2,11.1,,9.4,121.9,11.9
"2023-02-16 05:30:00 +0000 UTC",3.4,73.2,11.1,109.8,9.5,122.4,11.9
"2023-02-16 05:40:00 +0000 UTC",3.4,73.2,11.1,109.3,9.5,122.4,11.9
"2023-02-16 05:50:00 +0000 UTC",3.4,73.2,11,109.9,9.5,122.4,11.9
"2023-02-16 06:00:00 +0000 UTC",3.4,73.2,11,109.3,9.5,123,11.8
"2023-02-16 06:10:00 +0000 UTC",3.4,73.2,11,109.9,9.4,122.4,11.8
"2023-02-16 06:20:00 +0000 UTC",3.4,73.2,11,109.9,9.4,122.4,11.8
"2023-02-16 06:30:00 +0000 UTC",3.5,73.7,11,109.9,9.5,123,11.7
"2023-02-16 06:40:00 +0000 UTC",3.4,73.2,11,110.15,9.5,123,11.8
"2023-02-16 06:50:00 +0000 UTC",3.5,73.7,11,109.9,9.4,122.4,11.7
"2023-02-16 07:00:00 +0000 UTC",3.5,73.7,10.9,110.5,9.45,123.1,11.6
"2023-02-16 07:10:00 +0000 UTC",3.55,73.75,10.85,110,9.5,123.7,11.7
"2023-02-16 07:20:00 +0000 UTC",3.7,74.3,10.8,111.1,9.5,124.6,11.6
"2023-02-16 07:30:00 +0000 UTC",3.7,74.3,10.8,110.5,9.5,123.7,11.6
"2023-02-16 07:40:00 +0000 UTC",3.7,74.3,10.8,110.5,9.5,123.7,11.6
"2023-02-16 07:50:00 +0000 UTC",3.7,74.3,10.8,110.5,9.5,124.2,11.6
"2023-02-16 08:00:00 +0000 UTC",3.7,74.3,10.8,110.6,9.5,123.7,11.6
"2023-02-16 08:10:00 +0000 UTC",3.7,74.3,10.8,110.6,9.5,123.8,11.6
"2023-02-16 08:20:00 +0000 UTC",3.7,74.3,10.7,111.1,9.5,123.8,11.6
"2023-02-16 08:30:00 +0000 UTC",3.7,74.4,10.7,111.3,9.5,124.3,11.6
"2023-02-16 08:40:00 +0000 UTC",3.7,74.4,10.7,111.2,9.5,124.3,11.5
"2023-02-16 08:50:00 +0000 UTC",3.7,74.4,10.7,111.2,9.5,124.3,11.5
"2023-02-16 09:00:00 +0000 UTC",3.7,74.4,10.7,111.2,9.5,123.8,11.5
"2023-02-16 09:10:00 +0000 UTC",3.7,74.4,10.7,111.2,9.5,126,11.5
"2023-02-16 09:20:00 +0000 UTC",3.7,74.4,10.7,111.2,9.5,124.9,11.5
"2023-02-16 09:30:00 +0000 UTC",3.8,74.9,10.7,111.2,9.5,124.3,11.5
"2023-02-16 09:40:00 +0000 UTC",3.8,74.9,10.8,111.2,9.5,124.9,11.5
"2023-02-16 09:50:00 +0000 UTC",3.8,74.9,10.8,111.2,9.5,125,11.5
"2023-02-16 10:00:00 +0000 UTC",3.7,74.4,10.8,111.2,9.5,125.3,11.5
"2023-02-16 10:10:00 +0000 UTC",3.9,75.5,10.8,110.9,9.5,125,11.5
"2023-02-16 10:20:00 +0000 UTC",3.7,74.4,10.9,110.6,9.5,125,11.5
"2023-02-16 10:30:00 +0000 UTC",3.8,74.9,11,111.1,9.5,125,11.5
"2023-02-16 10:40:00 +0000 UTC",3.9,75.5,11,110.6,9.5,125,11.5
"2023-02-16 10:50:00 +0000 UTC",3.7,74.4,11,111.3,9.5,125.4,11.5
"2023-02-16 11:00:00 +0000 UTC",3.8,74.9,11.1,110.6,9.5,124.9,11.5
"2023-02-16 11:10:00 +0000 UTC",3.75,74.65,11.15,,,,
"2023-02-16 11:20:00 +0000 UTC",3.9,75.5,11.3,110.5,,,
"2023-02-16 11:30:00 +0000 UTC",3.8,74.9,11.3,110.5,9.5,124.9,11.6
"2023-02-16 11:40:00 +0000 UTC",3.7,74.4,11.4,109.4,9.5,124.9,11.6
"2023-02-16 11:50:00 +0000 UTC",3.9,75.4,11.5,110,9.5,124.9,11.6
"2023-02-16 12:00:00 +0000 UTC",3.8,74.9,11.5,110,9.5,125.4,11.7
"2023-02-16 12:10:00 +0000 UTC",3.8,74.9,11.6,109.4,9.5,124.9,11.7
"2023-02-16 12:20:00 +0000 UTC",3.7,74.4,11.7,109.4,9.5,124.3,11.8
"2023-02-16 12:30:00 +0000 UTC",3.7,74.4,11.7,109.3,9.5,124.3,11.8
"2023-02-16 12:40:00 +0000 UTC",3.8,74.9,11.8,108.8,9.5,124.3,11.8
"2023-02-16 12:50:00 +0000 UTC",3.7,74.4,11.8,108.8,9.5,124.3,11.9
"2023-02-16 13:00:00 +0000 UTC",3.7,74.4,12,108.2,9.5,123.8,11.9
"2023-02-16 13:10:00 +0000 UTC",3.7,74.4,12,108.2,9.5,124.2,12
"2023-02-16 13:20:00 +0000 UTC",3.7,74.4,12.15,108.2,9.5,124.2,12
"2023-02-16 13:30:00 +0000 UTC",3.7,74.4,12.3,107.6,9.5,123.7,12
"2023-02-16 13:40:00 +0000 UTC",3.7,74.4,12.3,107.6,9.5,123.1,12.1
"2023-02-16 13:50:00 +0000 UTC",3.7,74.4,12.4,107,9.5,122.6,12.1
"2023-02-16 14:00:00 +0000 UTC",3.8,74.9,12.5,107,9.5,122.6,12.2
"2023-02-16 14:10:00 +0000 UTC",3.6,74.3,12.6,106.9,9.5,122.6,12.3
"2023-02-16 14:20:00 +0000 UTC",3.6,74.4,12.6,106.4,9.5,122.6,12.3
"2023-02-16 14:30:00 +0000 UTC",3.6,74.3,12.7,106.4,9.5,122.25,12.45
"2023-02-16 14:40:00 +0000 UTC",3.6,74.3,12.8,106.4,9.5,121.9,12.5
"2023-02-16 14:50:00 +0000 UTC",3.6,74.3,12.8,105.8,9.5,121.9,12.5
"2023-02-16 15:00:00 +0000 UTC",3.4,73.3,13,105.8,9.5,121.3,12.6
"2023-02-16 15:10:00 +0000 UTC",3.4,73.3,13,105.7,9.5,121.3,12.6
"2023-02-16 15:20:00 +0000 UTC",3.4,73.3,13.1,105.2,9.5,121.2,12.7
"2023-02-16 15:30:00 +0000 UTC",3.4,73.2,13.2,105.2,9.5,121.3,12.8
"2023-02-16 15:40:00 +0000 UTC",3.4,73.2,13.3,105.1,9.5,121.2,12.8
"2023-02-16 15:50:00 +0000 UTC",3.4,73.2,13.3,104.6,9.5,120.6,12.9
"2023-02-16 16:00:00 +0000 UTC",3.4,73.2,13.3,104.6,9.5,120.1,13
"2023-02-16 16:10:00 +0000 UTC",3.4,73.2,13.4,104.6,9.5,120.1,13
"2023-02-16 16:20:00 +0000 UTC",3.4,73.2,13.5,103.5,9.5,120,13
"2023-02-16 16:30:00 +0000 UTC",3.4,73.2,13.5,103.5,9.5,120,13.1
"2023-02-16 16:40:00 +0000 UTC",3.4,73.2,13.6,103.5,9.5,119.4,13.1
"2023-02-16 16:50:00 +0000 UTC",3.4,73.2,13.6,104,9.5,118.9,13.1
"2023-02-16 17:00:00 +0000 UTC",,,,103.5,9.5,118.9,13.2
"2023-02-16 17:10:00 +0000 UTC",3.35,73.2,13.6,103.4,,,
"2023-02-16 17:20:00 +0000 UTC",3.3,73.1,13.6,103.4,9.5,118.8,13.3
"2023-02-16 17:30:00 +0000 UTC",3.15,72.35,13.7,103.3,9.5,118.8,13.3
"2023-02-16 17:40:00 +0000 UTC",3.2,72.6,13.7,103.9,9.5,118.8,13.3
"2023-02-16 17:50:00 +0000 UTC",3.1,72.1,13.8,103.3,9.5,118.8,13.3
"2023-02-16 18:00:00 +0000 UTC",3.1,72.1,13.8,103.3,9.5,118.8,13.4
"2023-02-16 18:10:00 +0000 UTC",3.1,72.1,13.8,103.3,9.5,118.8,13.5
"2023-02-16 18:20:00 +0000 UTC",3.1,72.1,13.8,103.3,9.5,118.7,13.5
"2023-02-16 18:30:00 +0000 UTC",3.1,72.1,13.8,103.4,9.5,118.1,13.5
"2023-02-16 18:40:00 +0000 UTC",3.1,72.1,13.7,103.3,9.5,117.5,13.5
"2023-02-16 18:50:00 +0000 UTC",3.1,72.1,13.7,104.9,9.5,118.6,13.5
"2023-02-16 19:00:00 +0000 UTC",3.1,72.1,13.7,103.3,9.5,117.5,13.5
"2023-02-16 19:10:00 +0000 UTC",3.1,72.1,13.8,103.9,9.5,117.5,13.6
"2023-02-16 19:20:00 +0000 UTC",3.1,72.1,13.65,103.9,9.5,117.5,13.5
"2023-02-16 19:30:00 +0000 UTC",3.1,72.1,13.6,103.9,9.5,118.1,13.5
"2023-02-16 19:40:00 +0000 UTC",3.1,72.1,13.6,103.9,9.5,118.1,13.6
"2023-02-16 19:50:00 +0000 UTC",3.2,72.6,13.6,103.9,9.5,117.6,13.6
"2023-02-16 20:00:00 +0000 UTC",3.2,72.6,13.6,103.4,9.5,117.5,13.6
"2023-02-16 20:10:00 +0000 UTC",3.1,72.1,13.5,103.9,9.5,117.6,13.6
"2023-02-16 20:20:00 +0000 UTC",3.1,72.1,13.5,103.9,9.5,118.1,13.5
"2023-02-16 20:30:00 +0000 UTC",3.1,72.1,13.5,104,9.5,117.5,13.6
"2023-02-16 20:40:00 +0000 UTC",,,,104.5,9.5,117.5,13.5
"2023-02-16 20:50:00 +0000 UTC",3.1,72.1,13.5,104.5,9.5,117.6,13.6
"2023-02-16 21:00:00 +0000 UTC",3.1,72.1,13.5,104.5,9.5,117.7,13.5
"2023-02-16 21:10:00 +0000 UTC",3.1,72.1,13.4,104.5,9.5,118.1,13.5
"2023-02-16 21:20:00 +0000 UTC",3.1,72.1,13.35,104.5,9.5,117.6,13.5
"2023-02-16 21:30:00 +0000 UTC",3.1,72.1,13.3,104.5,9.5,118.1,13.5
"2023-02-16 21:40:00 +0000 UTC",3.1,72.1,13.3,105.1,9.5,118.6,13.5
"2023-02-16 21:50:00 +0000 UTC",3.2,72.6,13.2,105.1,9.55,119.2,13.5
"2023-02-16 22:00:00 +0000 UTC",3.2,72.6,13.2,105.1,9.6,119.7,13.5
"2023-02-16 22:10:00 +0000 UTC",3.1,72.1,13.1,105.1,9.5,118.75,13.5
"2023-02-16 22:20:00 +0000 UTC",3.1,72.1,13.1,105.1,9.5,118.2,13.4
"2023-02-16 22:30:00 +0000 UTC",3.2,72.6,13.1,104.6,9.5,118.8,13.4
"2023-02-16 22:40:00 +0000 UTC",3.1,72.1,13.1,105.2,9.5,118.8,13.4
"2023-02-16 22:50:00 +0000 UTC",3.1,72.1,13,105.7,9.5,118.8,13.4
"2023-02-16 23:00:00 +0000 UTC",3.1,72.1,13,105.7,9.55,120.6,13.15
"2023-02-16 23:10:00 +0000 UTC",3.2,72.6,12.95,105.7,9.5,119.3,13.3
"2023-02-16 23:20:00 +0000 UTC",3.2,72.6,12.9,105.7,9.5,118.8,13.3
"2023-02-16 23:30:00 +0000 UTC",3.2,72.6,12.9,105.8,9.5,118.8,13.3
"2023-02-16 23:40:00 +0000 UTC",3.2,72.6,12.8,106.3,9.5,118.8,13.3
"2023-02-16 23:50:00 +0000 UTC",3.2,72.6,12.8,106.3,9.5,119.3,13.3
"2023-02-17 00:00:00 +0000 UTC",3.4,73.2,12.8,106.3,9.5,119.3,13.2
"2023-02-17 00:10:00 +0000 UTC",3.4,73.2,12.7,106.65,9.5,119.8,13.2
"2023-02-17 00:20:00 +0000 UTC",,,,106.9,,,
"2023-02-17 00:30:00 +0000 UTC",3.4,73.2,12.6,107.5,9.5,120,13.1
"2023-02-17 00:40:00 +0000 UTC",3.4,73.2,12.6,107.5,9.5,120,13.1
"2023-02-17 00:50:00 +0000 UTC",3.4,73.2,12.6,107.5,9.5,120,13
"2023-02-17 01:00:00 +0000 UTC",3.4,73.2,12.55,107.5,9.5,120,13
"2023-02-17 01:10:00 +0000 UTC",3.4,73.2,12.5,107,9.5,120,13
"2023-02-17 01:20:00 +0000 UTC",3.4,73.2,12.5,108.1,9.5,120,13
"2023-02-17 01:30:00 +0000 UTC",3.4,73.2,12.4,108.1,9.5,120,13
"2023-02-17 01:40:00 +0000 UTC",3.4,73.2,12.4,108.1,9.5,120.25,13
"2023-02-17 01:50:00 +0000 UTC",3.4,73.2,12.3,108.1,9.5,120.1,12.9
"2023-02-17 02:00:00 +0000 UTC",3.5,73.7,12.3,108.1,9.5,121.2,12.9
"2023-02-17 02:10:00 +0000 UTC",3.5,73.7,12.3,108.7,9.5,121.2,12.9
"2023-02-17 02:20:00 +0000 UTC",3.5,73.8,12.2,108.2,9.5,121.2,12.8
"2023-02-17 02:30:00 +0000 UTC",3.4,73.2,12.1,108.7,9.5,121.2,12.8
"2023-02-17 02:40:00 +0000 UTC",3.6,74.3,12.1,108.7,9.5,121.2,12.8
"2023-02-17 02:50:00 +0000 UTC",3.7,74.4,12.1,109.3,9.5,121.2,12.8
"2023-02-17 03:00:00 +0000 UTC",3.6,74.3,12.05,109.3,9.5,121.2,12.8
"2023-02-17 03:10:00 +0000 UTC",3.6,74.3,12,109.3,9.5,121.2,12.7
"2023-02-17 03:20:00 +0000 UTC",3.6,74.3,12,109.3,9.5,121.2,12.7
"2023-02-17 03:30:00 +0000 UTC",3.6,74.3,11.9,109.9,9.5,121.7,12.7
"2023-02-17 03:40:00 +0000 UTC",3.6,74.3,11.9,109.9,9.5,121.7,12.6
"2023-02-17 03:50:00 +0000 UTC",3.6,74.3,11.8,109.9,9.5,121.7,12.6
"2023-02-17 04:00:00 +0000 UTC",3.6,74.3,11.8,109.9,9.5,121.7,12.6
"2023-02-17 04:10:00 +0000 UTC",3.6,74.3,11.8,110.5,9.5,121.3,12.5
"2023-02-17 04:20:00 +0000 UTC",3.6,74.3,11.8,110.5,9.5,122.4,12.5
"2023-02-17 04:30:00 +0000 UTC",3.6,74.3,11.8,110.5,9.5,121.3,12.5
"2023-02-17 04:40:00 +0000 UTC",3.6,74.3,11.7,110.5,9.5,122.4,12.5
"2023-02-17 04:50:00 +0000 UTC",3.8,74.9,11.6,111.1,9.5,122.4,12.5
"2023-02-17 05:00:00 +0000 UTC",3.8,74.9,11.6,111.1,9.5,122.4,12.5
"2023-02-17 05:10:00 +0000 UTC",3.8,74.9,11.6,111.1,9.525,123,12.4
"2023-02-17 05:20:00 +0000 UTC",3.8,74.9,11.5,111.1,9.6,123.5,12.3
"2023-02-17 05:30:00 +0000 UTC",3.9,75.4,11.5,111.7,9.6,123.5,12.3
"2023-02-17 05:40:00 +0000 UTC",3.9,75.4,11.5,111.7,9.6,124.1,12.3
"2023-02-17 05:50:00 +0000 UTC",3.9,75.4,11.5,111.7,9.5,123,12.3
"2023-02-17 06:00:00 +0000 UTC",3.9,75.4,11.4,111.7,9.5,123.1,12.3
"2023-02-17 06:10:00 +0000 UTC",3.9,75.4,11.4,112.3,9.6,123.7,12.2
"2023-02-17 06:20:00 +0000 UTC",3.9,75.4,11.3,112.55,9.6,124.2,12.2
"2023-02-17 06:30:00 +0000 UTC",3.9,75.4,11.3,112.3,9.55,123.7,12.1
"2023-02-17 06:40:00 +0000 UTC",3.9,75.45,11.3,112.9,9.5,123.7,12.1
"2023-02-17 06:50:00 +0000 UTC",3.9,75.5,11.2,112.9,9.6,124.2,12.1
"2023-02-17 07:00:00 +0000 UTC",4,76,11.2,112.9,9.6,124.2,12.1
"2023-02-17 07:10:00 +0000 UTC",4,76,11.2,,9.6,124.2,12.1
"2023-02-17 07:20:00 +0000 UTC",4.2,76.5,11.1,113.5,9.6,124.2,12.1
"2023-02-17 07:30:00 +0000 UTC",4,76,11.1,113.5,9.6,124.7,12
"2023-02-17 07:40:00 +0000 UTC",4.2,76.6,11.1,113.5,9.6,124.8,12
"2023-02-17 07:50:00 +0000 UTC",4.2,76.6,11.1,113.5,9.6,124.9,12
"2023-02-17 08:00:00 +0000 UTC",4.2,76.6,11.1,114,9.6,124.9,11.9
"2023-02-17 08:10:00 +0000 UTC",4.2,76.6,11,113.5,9.6,125.4,11.9
"2023-02-17 08:20:00 +0000 UTC",4.2,76.6,11,113.6,9.6,124.9,11.9
"2023-02-17 08:30:00 +0000 UTC",4.3,77.1,11,113.6,9.6,125.4,11.8
"2023-02-17 08:40:00 +0000 UTC",4.25,76.85,11,113.6,9.5,125,11.8
"2023-02-17 08:50:00 +0000 UTC",4.2,76.6,11,114.1,9.55,125.3,11.8
"2023-02-17 09:00:00 +0000 UTC",4.2,76.6,10.9,114.1,9.6,125.6,11.8
"2023-02-17 09:10:00 +0000 UTC",4.2,76.6,11,,9.6,125.6,11.8
"2023-02-17 09:20:00 +0000 UTC",4.2,76.6,11,114.7,9.6,126.1,11.8
"2023-02-17 09:30:00 +0000 UTC",4.4,77.6,11,114.7,9.6,126.1,11.8
"2023-02-17 09:40:00 +0000 UTC",4.3,77.1,11,114.7,9.6,126.1,11.8
"2023-02-17 09:50:00 +0000 UTC",4.4,77.6,11,114.6,9.6,126.1,11.7
"2023-02-17 10:00:00 +0000 UTC",4.4,77.6,11,114.7,9.6,126.1,11.7
"2023-02-17 10:10:00 +0000 UTC",4.4,77.7,11,114.1,9.6,126.1,11.7
"2023-02-17 10:20:00 +0000 UTC",4.4,77.6,11.1,114.1,9.6,126.1,11.7
"2023-02-17 10:30:00 +0000 UTC",4.4,77.7,11.1,114.6,9.6,126.7,11.7
"2023-02-17 10:40:00 +0000 UTC",4.4,77.7,11.1,114.7,9.6,126.2,11.7
"2023-02-17 10:50:00 +0000 UTC",4.4,77.7,11.1,114.1,9.6,126.1,11.7
"2023-02-17 11:00:00 +0000 UTC",4.4,77.7,11.2,114.1,9.6,126.3,11.7
"2023-02-17 11:10:00 +0000 UTC",4.3,77.2,11.3,114.1,9.6,126.7,11.7
"2023-02-17 11:20:00 +0000 UTC",4.3,77.2,11.3,114.1,9.6,126.1,11.7
"2023-02-17 11:30:00 +0000 UTC",4.3,77.2,11.3,113.5,9.6,126.1,11.8
"2023-02-17 11:40:00 +0000 UTC",4.3,77.2,11.4,113.5,9.6,126.1,11.8
"2023-02-17 11:50:00 +0000 UTC",,,,,9.6,126.3,11.8
"2023-02-17 12:00:00 +0000 UTC",4.3,77.2,11.5,113,9.6,126.1,11.8
"2023-02-17 12:10:00 +0000 UTC",4.4,77.7,11.5,113.5,9.6,126.1,11.8
"2023-02-17 12:20:00 +0000 UTC",4.3,77.2,11.6,112.9,9.6,126.1,11.8
"2023-02-17 12:30:00 +0000 UTC",,,,113.5,9.6,126.1,11.8
"2023-02-17 12:40:00 +0000 UTC",4.25,76.95,11.65,112.9,9.6,125.6,11.9
"2023-02-17 12:50:00 +0000 UTC",4.2,76.7,11.8,112.9,9.6,126.1,12
"2023-02-17 13:00:00 +0000 UTC",4.4,77.7,11.8,112.9,9.6,125.3,12
"2023-02-17 13:10:00 +0000 UTC",4.4,77.7,11.9,112.3,9.6,125.6,12
"2023-02-17 13:20:00 +0000 UTC",4.4,77.7,12,111.8,9.6,125,12
"2023-02-17 13:30:00 +0000 UTC",4.2,76.6,12,111.75,9.6,125.5,12.1
"2023-02-17 13:40:00 +0000 UTC",4.2,76.6,12.1,112.7,9.6,125,12.1
"2023-02-17 13:50:00 +0000 UTC",4.2,76.6,12.1,111.7,9.6,124.9,12.1
"2023-02-17 14:00:00 +0000 UTC",4.2,76.6,12.2,111.2,9.6,124.9,12.1
"2023-02-17 14:10:00 +0000 UTC",4.2,76.6,12.3,111.2,9.6,124.9,12.2
"2023-02-17 14:20:00 +0000 UTC",4.2,76.6,12.3,110.6,9.6,124.9,12.3
"2023-02-17 14:30:00 +0000 UTC",4.2,76.6,12.3,110.6,9.6,125.4,12.3
"2023-02-17 14:40:00 +0000 UTC",4.2,76.6,12.4,110.6,9.6,124.3,12.4
"2023-02-17 14:50:00 +0000 UTC",4.2,76.6,12.5,110.6,9.6,123.8,12.4
"2023-02-17 15:00:00 +0000 UTC",4.2,76.6,12.6,110.5,9.6,124.3,12.5
"2023-02-17 15:10:00 +0000 UTC",4.2,76.6,12.6,110,9.6,123.8,12.5
"2023-02-17 15:20:00 +0000 UTC",4.2,76.6,12.7,110,9.6,124.3,12.5
"2023-02-17 15:30:00 +0000 UTC",4.2,76.6,12.7,110,9.6,124.3,12.5
"2023-02-17 15:40:00 +0000 UTC",4.2,76.6,12.8,109.9,9.6,123.7,12.6
"2023-02-17 15:50:00 +0000 UTC",4.2,76.6,12.8,109.4,9.6,123.7,12.6
"2023-02-17 16:00:00 +0000 UTC",4.2,76.6,12.8,109.4,9.6,123.1,12.6
"2023-02-17 16:10:00 +0000 UTC",4.2,76.6,12.9,109.3,9.6,122.6,12.7
"2023-02-17 16:20:00 +0000 UTC",4.2,76.6,12.9,109.3,9.6,123.1,12.8
"2023-02-17 16:30:00 +0000 UTC",4.15,76.6,13,108.8,,,
"2023-02-17 16:40:00 +0000 UTC",3.9,75.5,13,,9.6,122.6,12.8
"2023-02-17 16:50:00 +0000 UTC",4,76,13.05,,,,
"2023-02-17 17:00:00 +0000 UTC",3.9,75.5,13.1,109.3,9.6,122.4,12.9
"2023-02-17 17:10:00 +0000 UTC",4,76,13.1,108.45,9.6,122.4,13
"2023-02-17 17:20:00 +0000 UTC",4,76,13.1,,,,
"2023-02-17 17:30:00 +0000 UTC",3.9,75.5,13.1,108.2,9.6,121.8,13
"2023-02-17 17:40:00 +0000 UTC",3.9,75.5,13.1,108.7,9.6,121.7,13.1
