"Time","638de53168f31919048f189d, 63932c6e68f319085df375b5; B2_solar_x2_03, Soil_tension","638de53168f31919048f189d, 63932c6e68f319085df375b7; B2_solar_x2_03, Resistance","638de53168f31919048f189d, 63932c6e68f319085df375b9; B2_solar_x2_03, Soil_temperature","638de56a68f31919048f189e, 63932ce468f319085df375cb; B3_solar_x1_02, Resistance","638de57568f31919048f189f, 63932c3668f319085df375ab; B4_solar_x1_03, Soil_tension","638de57568f31919048f189f, 63932c3668f319085df375ad; B4_solar_x1_03, Resistance","638de57568f31919048f189f, 63932c3668f319085df375af; B4_solar_x1_03, Soil_temperature"
"2023-03-04 10:50:00 +0000 UTC",0,52.3,11.9,68.9,7.5,90.9,12.6
"2023-03-04 11:00:00 +0000 UTC",0,52.3,12,68.8,7.5,90.9,12.7
"2023-03-04 11:10:00 +0000 UTC",0,52.3,12.05,68.3,7.35,90.4,12.6
"2023-03-04 11:20:00 +0000 UTC",0,52.3,12.2,68.8,7.5,90.9,12.7
"2023-03-04 11:30:00 +0000 UTC",0,52.3,12.3,68.8,7.6,91.4,12.7
"2023-03-04 11:40:00 +0000 UTC",0,52.3,12.3,68.8,7.5,90.9,12.7
"2023-03-04 11:50:00 +0000 UTC",,,,,,,
"2023-03-04 12:00:00 +0000 UTC",0,52.3,12.4,68.3,7.5,90.9,12.8
"2023-03-04 12:10:00 +0000 UTC",0,52.3,12.5,68.3,7.5,90.9,12.8
"2023-03-04 12:20:00 +0000 UTC",0,52.3,12.5,68.3,7.5,90.9,12.8
"2023-03-04 12:30:00 +0000 UTC",0,52.3,12.6,67.8,7.5,90.9,12.9
"2023-03-04 12:40:00 +0000 UTC",0,52.3,12.6,67.8,7.5,90.9,12.9
"2023-03-04 12:50:00 +0000 UTC",0,52.3,12.6,67.8,7.5,90.9,13
"2023-03-04 13:00:00 +0000 UTC",0,52.3,12.7,67.8,7.3,90.3,13
"2023-03-04 13:10:00 +0000 UTC",0,52.3,12.8,67.8,7.3,90.3,13
"2023-03-04 13:20:00 +0000 UTC",0,52.3,12.8,67.75,7.3,90.3,13
"2023-03-04 13:30:00 +0000 UTC",0,52.3,12.9,67.7,7.3,90.3,13
"2023-03-04 13:40:00 +0000 UTC",0,52.3,13,67.7,7.3,90.3,13.1
"2023-03-04 13:50:00 +0000 UTC",0,52.3,13,67.7,7.3,90.3,13.1
"2023-03-04 14:00:00 +0000 UTC",0,53.3,13.1,67.2,7.4,90.6,13.15
"2023-03-04 14:10:00 +0000 UTC",0,52.3,13.1,67.7,7.3,90.3,13.2
"2023-03-04 14:20:00 +0000 UTC",0,52.3,13.2,67.7,7.2,89.8,13.3
"2023-03-04 14:30:00 +0000 UTC",0,52.3,13.2,67.7,7.5,91.3,13.3
"2023-03-04 14:40:00 +0000 UTC",,,,67.2,7.3,90.3,13.3
"2023-03-04 14:50:00 +0000 UTC",0,52.3,13.3,67.2,7.3,90.3,13.4
"2023-03-04 15:00:00 +0000 UTC",0,52.3,13.3,67.2,7.3,90.3,13.4
"2023-03-04 15:10:00 +0000 UTC",0,52.3,13.45,67.7,7.3,90.3,13.4
"2023-03-04 15:20:00 +0000 UTC",0,52.3,13.4,67.2,7.3,90.3,13.4
"2023-03-04 15:30:00 +0000 UTC",0,52.3,13.5,67.2,7.3,90.3,13.5
"2023-03-04 15:40:00 +0000 UTC",0,52.3,13.5,67.7,7.2,89.8,13.5
"2023-03-04 15:50:00 +0000 UTC",0,52.3,13.6,67.2,7.3,90.3,13.5
"2023-03-04 16:00:00 +0000 UTC",0,52.3,13.6,67.2,7.2,89.7,13.6
"2023-03-04 16:10:00 +0000 UTC",0,51.8,13.6,67.2,7.3,90.3,13.6
"2023-03-04 16:20:00 +0000 UTC",,,,67.2,,,
"2023-03-04 16:30:00 +0000 UTC",0,52.3,13.6,67.2,7.3,90.3,13.6
"2023-03-04 16:40:00 +0000 UTC",0,51.8,13.7,67.2,7.3,90.3,13.7
"2023-03-04 16:50:00 +0000 UTC",0,52.3,13.7,67.2,7.3,90.3,13.7
"2023-03-04 17:00:00 +0000 UTC",0,52.3,13.7,67.2,7.2,89.7,13.7
"2023-03-04 17:10:00 +0000 UTC",0,51.75,13.7,67.7,7.3,90.2,13.8
"2023-03-04 17:20:00 +0000 UTC",0,51.7,13.8,67.7,7.3,90.2,13.8
"2023-03-04 17:30:00 +0000 UTC",,,,67.7,7.3,90.3,13.8
"2023-03-04 17:40:00 +0000 UTC",,,,,7.3,90.3,13.8
"2023-03-04 17:50:00 +0000 UTC",0,51.2,13.8,,7.25,90,13.8
"2023-03-04 18:00:00 +0000 UTC",0,51.7,13.8,67.7,7.2,89.7,13.9
"2023-03-04 18:10:00 +0000 UTC",0,51.7,13.8,67.7,7.3,90.2,13.9
"2023-03-04 18:20:00 +0000 UTC",0,51.2,13.8,67.2,7.3,90.3,13.9
"2023-03-04 18:30:00 +0000 UTC",0,51.7,13.8,67.7,7.2,89.7,13.9
"2023-03-04 18:40:00 +0000 UTC",0,51.7,13.8,67.7,7.2,89.8,13.9
"2023-03-04 18:50:00 +0000 UTC",0,51.2,13.7,67.7,7.3,90.3,13.9
"2023-03-04 19:00:00 +0000 UTC",0,51.45,13.7,67.7,7.2,89.7,13.9
"2023-03-04 19:10:00 +0000 UTC",0,51.7,13.6,67.7,7.3,90.3,13.9
"2023-03-04 19:20:00 +0000 UTC",0,51.2,13.6,67.7,7.3,90.3,13.9
"2023-03-04 19:30:00 +0000 UTC",0,51.2,13.6,67.7,7.4,90.8,13.9
"2023-03-04 19:40:00 +0000 UTC",0,51.2,13.6,67.7,7.3,90.3,13.9
"2023-03-04 19:50:00 +0000 UTC",0,51.2,13.6,67.7,7.3,90.3,13.9
"2023-03-04 20:00:00 +0000 UTC",0,51.2,13.6,67.7,7.4,90.8,13.9
"2023-03-04 20:10:00 +0000 UTC",0,51.7,13.6,68.3,7.5,91.3,13.9
"2023-03-04 20:20:00 +0000 UTC",,,,68.3,7.4,90.8,13.9
"2023-03-04 20:30:00 +0000 UTC",0,51.2,13.5,68.8,7.6,91.4,13.9
"2023-03-04 20:40:00 +0000 UTC",0,51.2,13.5,68.8,7.4,90.9,13.9
"2023-03-04 20:50:00 +0000 UTC",0,51.7,13.4,68.8,7.6,91.4,13.8
"2023-03-04 21:00:00 +0000 UTC",0,51.45,13.45,68.8,7.4,90.9,13.8
"2023-03-04 21:10:00 +0000 UTC",0,51.8,13.3,68.8,7.4,90.9,13.8
"2023-03-04 21:20:00 +0000 UTC",0,51.8,13.3,68.8,7.6,91.4,13.8
"2023-03-04 21:30:00 +0000 UTC",0,51.8,13.3,68.8,7.55,91.4,13.8
"2023-03-04 21:40:00 +0000 UTC",0,52.3,13.3,68.8,7.7,91.9,13.8
"2023-03-04 21:50:00 +0000 UTC",0,51.8,13.3,68.8,7.8,92.5,13.8
"2023-03-04 22:00:00 +0000 UTC",0,51.8,13.2,68.8,7.6,91.4,13.8
"2023-03-04 22:10:00 +0000 UTC",0,52.3,13.1,68.8,7.7,91.9,13.8
"2023-03-04 22:20:00 +0000 UTC",0,52.3,13.1,69.9,7.7,91.9,13.7
"2023-03-04 22:30:00 +0000 UTC",0,52.3,13.1,69.9,7.8,92.5,13.7
"2023-03-04 22:40:00 +0000 UTC",0,52.3,13.1,69.9,7.8,92.5,13.7
"2023-03-04 22:50:00 +0000 UTC",0,52.3,13.05,69.9,7.8,92.5,13.7
"2023-03-04 23:00:00 +0000 UTC",0,53.9,13.9,71.1,7.8,92.5,13.6
"2023-03-04 23:10:00 +0000 UTC",0,52.3,13,69.9,7.7,92,13.6
"2023-03-04 23:20:00 +0000 UTC",0,52.3,12.9,69.95,7.8,92.5,13.6
"2023-03-04 23:30:00 +0000 UTC",0,52.3,12.9,70,7.8,92.5,13.6
"2023-03-04 23:40:00 +0000 UTC",0,53.3,12.8,70,8.1,93.5,13.6
"2023-03-04 23:50:00 +0000 UTC",0,52.3,12.8,70,8.1,93.5,13.5
"2023-03-05 00:00:00 +0000 UTC",0,52.3,12.8,70,8,93.1,13.6
"2023-03-05 00:10:00 +0000 UTC",0,53.3,12.8,70.5,8,93.1,13.5
"2023-03-05 00:20:00 +0000 UTC",0,52.3,12.8,71,8.1,93.6,13.5
"2023-03-05 00:30:00 +0000 UTC",0,53.3,12.8,71,8,93.1,13.5
"2023-03-05 00:40:00 +0000 UTC",0,53.3,12.7,71,8.1,93.6,13.5
"2023-03-05 00:50:00 +0000 UTC",0,52.8,12.6,71,8,93.1,13.4
"2023-03-05 01:00:00 +0000 UTC",0,52.3,12.6,71,8,93.1,13.4
"2023-03-05 01:10:00 +0000 UTC",0,52.3,12.6,71,8,93.15,13.4
"2023-03-05 01:20:00 +0000 UTC",0,52.8,12.5,71,8.1,93.7,13.3
"2023-03-05 01:30:00 +0000 UTC",0,52.8,12.5,71.1,8.1,93.7,13.3
"2023-03-05 01:40:00 +0000 UTC",0,53.3,12.5,71.1,8.1,93.7,13.3
"2023-03-05 01:50:00 +0000 UTC",0,52.8,12.5,71.6,8.1,93.7,13.3
"2023-03-05 02:00:00 +0000 UTC",0,52.9,12.4,71.1,8.1,93.7,13.3
"2023-03-05 02:10:00 +0000 UTC",0,52.9,12.4,71.1,8.1,93.7,13.3
"2023-03-05 02:20:00 +0000 UTC",0,53.4,12.4,71.6,8.1,93.7,13.3
"2023-03-05 02:30:00 +0000 UTC",0,53.4,12.3,71.85,8.2,94.3,13.2
"2023-03-05 02:40:00 +0000 UTC",0,53.35,12.3,72.2,8.2,94.3,13.2
"2023-03-05 02:50:00 +0000 UTC",0,54.4,12.3,72.2,8.2,94.2,13.2
"2023-03-05 03:00:00 +0000 UTC",0,53.4,12.2,71.7,8.2,94.3,13.1
"2023-03-05 03:10:00 +0000 UTC",0,53.9,12.2,72.2,8.4,94.8,13.1
"2023-03-05 03:20:00 +0000 UTC",0,54.4,12.2,72.7,8.3,94.4,13.1
"2023-03-05 03:30:00 +0000 UTC",0,53.4,12.2,72.2,8.4,94.9,13.1
"2023-03-05 03:40:00 +0000 UTC",0,53.9,12.1,72.2,8.3,94.4,13.1
"2023-03-05 03:50:00 +0000 UTC",0,53.4,12.1,72.2,8.4,94.9,13.1
"2023-03-05 04:00:00 +0000 UTC",0,54.3,12.1,72.2,8.4,94.9,13
"2023-03-05 04:10:00 +0000 UTC",0,53.9,12.1,73.2,8.5,95.4,13
"2023-03-05 04:20:00 +0000 UTC",0,53.9,12,73.2,8.4,94.9,13
"2023-03-05 04:30:00 +0000 UTC",0,53.9,12,73.2,8.4,94.9,13
"2023-03-05 04:40:00 +0000 UTC",0,54.4,12,73.3,8.55,95.7,13
"2023-03-05 04:50:00 +0000 UTC",0,53.9,11.9,73.3,8.5,95.5,12.9
"2023-03-05 05:00:00 +0000 UTC",0,53.4,11.9,73.3,8.7,96.1,12.9
"2023-03-05 05:10:00 +0000 UTC",0,53.4,11.9,73.3,8.5,95.5,12.9
"2023-03-05 05:20:00 +0000 UTC",0,53.4,11.8,73.3,8.7,96.1,12.8
"2023-03-05 05:30:00 +0000 UTC",0,53.9,11.8,73.3,8.7,96.1,12.9
"2023-03-05 05:40:00 +0000 UTC",0,54.4,11.8,73.3,8.7,96.1,12.8
"2023-03-05 05:50:00 +0000 UTC",0,53.9,11.7,74.4,8.7,96.1,12.8
"2023-03-05 06:00:00 +0000 UTC",0,54.4,11.7,74.4,8.7,96.1,12.7
"2023-03-05 06:10:00 +0000 UTC",0,53.9,11.7,74.4,8.7,96.1,12.8
"2023-03-05 06:20:00 +0000 UTC",0,54.4,11.6,74.4,8.9,97.1,12.7
"2023-03-05 06:30:00 +0000 UTC",0,54.4,11.6,74.4,8.8,96.6,12.7
"2023-03-05 06:40:00 +0000 UTC",0,54.5,11.6,74.4,8.8,96.6,12.6
"2023-03-05 06:50:00 +0000 UTC",0,54.5,11.5,74.4,8.9,97.2,12.6
"2023-03-05 07:00:00 +0000 UTC",0,54.5,11.5,74.4,8.8,96.7,12.6
"2023-03-05 07:10:00 +0000 UTC",0,54.5,11.5,74.5,8.9,97.2,12.6
"2023-03-05 07:20:00 +0000 UTC",0,54.4,11.5,74.5,8.9,97.2,12.6
"2023-03-05 07:30:00 +0000 UTC",0,54.5,11.4,74.5,8.9,97.2,12.5
"2023-03-05 07:40:00 +0000 UTC",0,54.5,11.4,75,8.9,97.2,12.5
"2023-03-05 07:50:00 +0000 UTC",0,55,11.4,74.5,9.2,98.4,12.5
"2023-03-05 08:00:00 +0000 UTC",0.6,55.5,11.4,74.5,9.1,97.9,12.5
"2023-03-05 08:10:00 +0000 UTC",0,54.5,11.4,75.5,9.1,97.9,12.5
"2023-03-05 08:20:00 +0000 UTC",0.6,55.5,11.3,75,9.15,98.15,12.5
"2023-03-05 08:30:00 +0000 UTC",0.6,55.5,11.3,75.5,9.1,97.9,12.4
"2023-03-05 08:40:00 +0000 UTC",0,55,11.3,75.6,9.2,98.5,12.4
"2023-03-05 08:50:00 +0000 UTC",0.6,55.5,11.3,75.6,9.2,98.5,12.3
"2023-03-05 09:00:00 +0000 UTC",0.6,55.5,11.3,75.6,9.2,98.5,12.3
"2023-03-05 09:10:00 +0000 UTC",0.6,55.5,11.3,75.6,9.2,98.5,12.3
"2023-03-05 09:20:00 +0000 UTC",0.6,55.5,11.3,75.6,9.2,98.5,12.3
"2023-03-05 09:30:00 +0000 UTC",0.5,56,11.3,75.6,9.2,98.5,12.3
"2023-03-05 09:40:00 +0000 UTC",0.6,55.5,11.4,75.6,9.2,98.5,12.3
"2023-03-05 09:50:00 +0000 UTC",0.6,55.5,11.4,75.6,9.2,98.5,12.3
"2023-03-05 10:00:00 +0000 UTC",0,55,11.5,75.6,9.3,99,12.3
"2023-03-05 10:10:00 +0000 UTC",0.6,55.5,11.5,75.6,9.5,99.6,12.3
"2023-03-05 10:20:00 +0000 UTC",0.6,55.5,11.55,75.6,9.3,99,12.3
"2023-03-05 10:30:00 +0000 UTC",0.6,55.5,11.6,75.6,9.3,99,12.3
"2023-03-05 10:40:00 +0000 UTC",0.6,55.5,11.6,75.6,9.2,98.5,12.3
"2023-03-05 10:50:00 +0000 UTC",0.6,55.6,11.8,75.6,9.3,99,12.3
"2023-03-05 11:00:00 +0000 UTC",0.6,55.6,11.8,75.6,9.5,99.6,12.3
"2023-03-05 11:10:00 +0000 UTC",0.6,55.5,11.9,75.6,9.3,99,12.3
"2023-03-05 11:20:00 +0000 UTC",0.6,55.6,12,75.1,9.2,98.5,12.4
"2023-03-05 11:30:00 +0000 UTC",0.6,55.6,12,74.5,9.3,99,12.5
"2023-03-05 11:40:00 +0000 UTC",0.6,55.6,12.1,75.5,9.5,99.6,12.5
"2023-03-05 11:50:00 +0000 UTC",0,55,12.1,74.5,9.5,99.6,12.5
"2023-03-05 12:00:00 +0000 UTC",0.6,55.6,12.2,74.5,9.2,98.5,12.5
"2023-03-05 12:10:00 +0000 UTC",0.6,55.6,12.3,,9.2,98.5,12.5
"2023-03-05 12:20:00 +0000 UTC",0.6,55.6,12.45,74.5,9.2,98.5,12.6
"2023-03-05 12:30:00 +0000 UTC",0.6,55.6,12.6,74.5,9.2,98.5,12.6
"2023-03-05 12:40:00 +0000 UTC",0.6,55.6,12.6,74.5,9.2,98.5,12.7
"2023-03-05 12:50:00 +0000 UTC",0.5,56.1,12.8,74.5,9.2,98.5,12.8
"2023-03-05 13:00:00 +0000 UTC",0.6,55.6,12.8,74.5,9.1,97.9,12.8
"2023-03-05 13:10:00 +0000 UTC",0.5,56.1,12.9,74.5,9.2,98.5,12.8
"2023-03-05 13:20:00 +0000 UTC",0.6,55.6,13,73.4,9.2,98.5,12.9
"2023-03-05 13:30:00 +0000 UTC",0.6,55.6,13.1,,9.1,97.9,13
"2023-03-05 13:40:00 +0000 UTC",0.6,55.6,13.2,,,,
"2023-03-05 13:50:00 +0000 UTC",0.6,55.6,13.3,73.4,8.9,97.3,13.1
"2023-03-05 14:00:00 +0000 UTC",0.6,55.6,13.3,73.4,9,97.4,13.1
"2023-03-05 14:10:00 +0000 UTC",0.6,55.6,13.5,73.3,9,97.4,13.2
"2023-03-05 14:20:00 +0000 UTC",0.6,55.6,13.5,73.3,8.9,97.3,13.2
"2023-03-05 14:30:00 +0000 UTC",0.6,55.6,13.6,73.3,8.9,97.3,13.3
"2023-03-05 14:40:00 +0000 UTC",0.6,55.6,13.8,,8.7,96.3,13.3
"2023-03-05 14:50:00 +0000 UTC",0,55,13.9,72.8,8.7,96.3,13.5
"2023-03-05 15:00:00 +0000 UTC",0,55,13.9,72.2,8.7,96.3,13.5
"2023-03-05 15:10:00 +0000 UTC",0.6,55.6,14,72.2,8.7,96.2,13.6
"2023-03-05 15:20:00 +0000 UTC",0,55,14.1,72.2,8.7,96.2,13.6
"2023-03-05 15:30:00 +0000 UTC",0,55,14.1,72.2,8.6,95.7,13.6
"2023-03-05 15:40:00 +0000 UTC",0,55,14.3,72.2,8.6,95.7,13.7
"2023-03-05 15:50:00 +0000 UTC",0,55,14.3,71.7,8.7,96.2,13.8
"2023-03-05 16:00:00 +0000 UTC",0,55,14.3,71.7,8.7,96.2,13.8
"2023-03-05 16:10:00 +0000 UTC",0.7,55.5,14.4,71.7,8.7,96.2,13.8
"2023-03-05 16:20:00 +0000 UTC",0.7,55.5,14.5,71.2,8.5,95.6,14
"2023-03-05 16:30:00 +0000 UTC",0,55,14.5,71.15,8.4,95.1,14
"2023-03-05 16:40:00 +0000 UTC",0,55,14.6,71.1,8.4,95,14.1
"2023-03-05 16:50:00 +0000 UTC",0,55,14.6,71.1,8.4,95,14.1
"2023-03-05 17:00:00 +0000 UTC",0.7,55.5,14.7,71.1,8.4,95,14.15
"2023-03-05 17:10:00 +0000 UTC",0.7,55.5,14.7,71.1,,,
"2023-03-05 17:20:00 +0000 UTC",0,54.5,14.8,71.1,8.4,95,14.3
"2023-03-05 17:30:00 +0000 UTC",0,54.5,14.8,71.1,8.3,94.5,14.3
"2023-03-05 17:40:00 +0000 UTC",0,54.5,14.8,71.1,8.2,94.4,14.4
"2023-03-05 17:50:00 +0000 UTC",0,54.5,14.8,71.1,8.1,93.9,14.3
"2023-03-05 18:00:00 +0000 UTC",0,54.5,14.8,71.1,,,
"2023-03-05 18:10:00 +0000 UTC",,,,71.1,8.1,93.9,14.5
"2023-03-05 18:20:00 +0000 UTC",0,54.5,14.8,71.1,8.2,94.4,14.5
"2023-03-05 18:30:00 +0000 UTC",0,54.5,14.8,71.1,8.4,94.9,14.5
"2023-03-05 18:40:00 +0000 UTC",0,54.5,14.8,71.1,8.2,94.4,14.5
"2023-03-05 18:50:00 +0000 UTC",0,54.5,14.8,71.1,8.2,94.4,14.5
"2023-03-05 19:00:00 +0000 UTC",0.7,55.5,14.8,71.1,8.4,94.9,14.5
"2023-03-05 19:10:00 +0000 UTC",0,55,14.8,71.1,8.2,94.4,14.6
"2023-03-05 19:20:00 +0000 UTC",0.7,55.5,14.8,72.1,8.2,94.4,14.5
"2023-03-05 19:30:00 +0000 UTC",0,55,14.8,71.6,8.4,94.9,14.6
"2023-03-05 19:40:00 +0000 UTC",0.7,55.5,14.7,72.1,8.2,94.4,14.5
"2023-03-05 19:50:00 +0000 UTC",0.7,55.5,14.6,71.65,8.2,94.4,14.6
"2023-03-05 20:00:00 +0000 UTC",0,55,14.6,71.6,8.4,94.9,14.6
"2023-03-05 20:10:00 +0000 UTC",,,,71.6,,,
"2023-03-05 20:20:00 +0000 UTC",0,55,14.6,72.2,8.2,94.4,14.6
"2023-03-05 20:30:00 +0000 UTC",0,55,14.5,72.2,8.4,94.9,14.6
"2023-03-05 20:40:00 +0000 UTC",0,55,14.5,72.2,8.4,94.9,14.5
"2023-03-05 20:50:00 +0000 UTC",0.7,55.5,14.5,72.2,8.4,94.9,14.6
"2023-03-05 21:00:00 +0000 UTC",0.7,55.5,14.5,72.2,8.2,94.4,14.5
"2023-03-05 21:10:00 +0000 UTC",0.7,55.5,14.4,72.2,8.5,95.4,14.5
"2023-03-05 21:20:00 +0000 UTC",0.7,55.5,14.3,72.2,8.2,94.4,14.5
"2023-03-05 21:30:00 +0000 UTC",0.7,55.5,14.3,72.2,8.4,94.9,14.5
"2023-03-05 21:40:00 +0000 UTC",0.7,55.5,14.3,73.2,8.5,95.4,14.5
"2023-03-05 21:50:00 +0000 UTC",0.7,55.5,14.2,73.2,8.4,94.9,14.5
"2023-03-05 22:00:00 +0000 UTC",0.7,55.5,14.2,73.2,8.5,95.5,14.5
"2023-03-05 22:10:00 +0000 UTC",0.7,55.5,14.1,72.3,8.5,95.5,14.5
"2023-03-05 22:20:00 +0000 UTC",0.7,55.5,14.1,73.3,8.5,95.5,14.4
"2023-03-05 22:30:00 +0000 UTC",0.7,55.5,14.1,73.3,8.6,96.1,14.4
"2023-03-05 22:40:00 +0000 UTC",0.7,55.5,14,73.3,8.5,95.5,14.4
"2023-03-05 22:50:00 +0000 UTC",0.6,55.6,14,73.3,8.5,95.5,14.3
"2023-03-05 23:00:00 +0000 UTC",0.4,57.75,14.5,73.3,8.5,95.5,14.3
"2023-03-05 23:10:00 +0000 UTC",0.6,55.6,13.9,73.3,8.6,96.1,14.3
"2023-03-05 23:20:00 +0000 UTC",0.6,55.6,13.9,73.3,8.6,96.1,14.3
"2023-03-05 23:30:00 +0000 UTC",0.6,55.6,13.8,73.3,8.6,96.1,14.3
"2023-03-05 23:40:00 +0000 UTC",0.6,55.6,13.8,73.8,8.6,96.1,14.3
"2023-03-05 23:50:00 +0000 UTC",0.6,55.6,13.8,74.4,8.6,96.1,14.2
"2023-03-06 00:00:00 +0000 UTC",0.5,56.1,13.7,74.4,8.7,96.2,14.2
"2023-03-06 00:10:00 +0000 UTC",0.5,56.1,13.65,74.4,8.6,96.1,14.1
"2023-03-06 00:20:00 +0000 UTC",0.4,56.6,13.6,74.4,8.7,96.35,14.15
"2023-03-06 00:30:00 +0000 UTC",0.5,56.1,13.6,74.4,8.9,97.2,14.1
"2023-03-06 00:40:00 +0000 UTC",0.4,56.6,13.5,74.4,8.8,96.7,14.1
"2023-03-06 00:50:00 +0000 UTC",0.4,56.6,13.5,74.5,8.9,97.2,14
"2023-03-06 01:00:00 +0000 UTC",0.4,56.6,13.5,74.5,8.9,97.2,14
"2023-03-06 01:10:00 +0000 UTC",0.4,56.7,13.4,74.5,8.9,97.2,14
"2023-03-06 01:20:00 +0000 UTC",0.4,56.7,13.4,75.5,8.9,97.2,14
"2023-03-06 01:30:00 +0000 UTC",0.4,56.7,13.3,75.5,8.9,97.2,14
"2023-03-06 01:40:00 +0000 UTC",0.4,56.7,13.3,75.5,8.9,97.3,14
"2023-03-06 01:50:00 +0000 UTC",0.4,56.7,13.3,75.5,8.9,97.3,14
"2023-03-06 02:00:00 +0000 UTC",0.4,56.7,13.2,,9,97.8,13.8
"2023-03-06 02:10:00 +0000 UTC",0.3,56.95,13.15,75.5,9.2,98.4,13.8
"2023-03-06 02:20:00 +0000 UTC",0.1,57.7,13.1,75.6,9.2,98.4,13.9
"2023-03-06 02:30:00 +0000 UTC",0.2,57.2,13.1,75.5,9.1,97.9,13.8
"2023-03-06 02:40:00 +0000 UTC",0.1,57.7,13,76.1,9.1,97.9,13.8
"2023-03-06 02:50:00 +0000 UTC",0.1,57.7,13,76.1,9.2,98.5,13.8
"2023-03-06 03:00:00 +0000 UTC",0.1,57.7,13,76.1,9.2,98.4,13.7
"2023-03-06 03:10:00 +0000 UTC",0.1,57.7,13,76.1,9.1,97.9,13.7
"2023-03-06 03:20:00 +0000 UTC",0.1,57.7,13,76.6,9.2,98.4,13.7
"2023-03-06 03:30:00 +0000 UTC",0.1,57.7,12.9,76.6,9.2,98.5,13.6
"2023-03-06 03:40:00 +0000 UTC",0.1,57.7,12.9,76.7,9.2,98.5,13.6
"2023-03-06 03:50:00 +0000 UTC",0.1,57.7,12.9,76.7,9.2,98.5,13.6
"2023-03-06 04:00:00 +0000 UTC",0.1,57.7,12.85,76.7,9.35,99.1,13.6
"2023-03-06 04:10:00 +0000 UTC",0,58.3,12.8,76.7,9.3,99,13.6
"2023-03-06 04:20:00 +0000 UTC",0.1,57.7,12.8,76.7,9.3,99,13.5
"2023-03-06 04:30:00 +0000 UTC",0.1,57.7,12.8,76.7,9.3,99,13.5
"2023-03-06 04:40:00 +0000 UTC",0,58.3,12.7,76.7,9.3,99.1,13.5
"2023-03-06 04:50:00 +0000 UTC",0,58.8,12.8,76.7,9.5,99.6,13.5
"2023-03-06 05:00:00 +0000 UTC",0,58.8,12.7,76.7,9.35,99.1,13.5
"2023-03-06 05:10:00 +0000 UTC",0,58.8,12.7,77.8,9.4,99.1,13.5
"2023-03-06 05:20:00 +0000 UTC",0,58.8,12.7,77.8,9.5,99.7,13.4
"2023-03-06 05:30:00 +0000 UTC",0,58.8,12.6,77.5,9.5,99.7,13.4
"2023-03-06 05:40:00 +0000 UTC",0,58.8,12.6,77.8,9.4,99.1,13.4
"2023-03-06 05:50:00 +0000 UTC",0,58.8,12.6,77.8,9.5,99.7,13.3
"2023-03-06 06:00:00 +0000 UTC",0,58.8,12.6,77.8,9.5,99.7,13.3
"2023-03-06 06:10:00 +0000 UTC",0,58.8,12.6,77.8,9.5,99.7,13.3
"2023-03-06 06:20:00 +0000 UTC",0,58.8,12.6,77.8,8.8,100.2,13.3
"2023-03-06 06:30:00 +0000 UTC",0,58.8,12.6,,9.5,99.7,13.3
"2023-03-06 06:40:00 +0000 UTC",0,58.8,12.6,77.8,8.8,100.3,13.3
"2023-03-06 06:50:00 +0000 UTC",0,58.8,12.6,78.4,8.8,100.2,13.3
"2023-03-06 07:00:00 +0000 UTC",0,58.8,12.6,78.9,8.8,100.8,13.3
"2023-03-06 07:10:00 +0000 UTC",0,58.8,12.6,77.8,8.8,100.3,13.3
"2023-03-06 07:20:00 +0000 UTC",0.3,59.9,12.5,77.8,8.8,100.8,13.3
"2023-03-06 07:30:00 +0000 UTC",0,58.8,12.5,78.9,8.8,100.8,13.2
"2023-03-06 07:40:00 +0000 UTC",0.2,59.4,12.5,78.9,8.8,100.8,13.3
"2023-03-06 07:50:00 +0000 UTC",0.25,59.65,12.5,78.9,8.8,100.9,13.2
"2023-03-06 08:00:00 +0000 UTC",0.3,59.9,12.5,78.9,8.8,100.9,13.2
"2023-03-06 08:10:00 +0000 UTC",0.3,59.9,12.5,78.9,8.8,100.9,13.2
"2023-03-06 08:20:00 +0000 UTC",0.3,59.9,12.5,78.9,8.8,100.9,13.1
"2023-03-06 08:30:00 +0000 UTC",0.3,59.9,12.5,78.9,8.8,100.9,13.1
"2023-03-06 08:40:00 +0000 UTC",0.3,59.9,12.5,78.9,8.8,100.9,13.1
"2023-03-06 08:50:00 +0000 UTC",0.3,59.9,12.5,78.9,8.8,100.9,13.1
"2023-03-06 09:00:00 +0000 UTC",0.3,59.9,12.5,78.9,8.8,101.4,13.1
"2023-03-06 09:10:00 +0000 UTC",0.3,59.9,12.5,79,8.8,101.4,13.1
"2023-03-06 09:20:00 +0000 UTC",0.3,59.9,12.5,79,8.8,100.9,13.1
"2023-03-06 09:30:00 +0000 UTC",0.3,59.9,12.5,79,8.8,101.9,13.1
"2023-03-06 09:40:00 +0000 UTC",0.3,59.9,12.5,79,8.8,101.5,13.1
"2023-03-06 09:50:00 +0000 UTC",0.3,59.9,12.5,79,8.8,101.9,13.1
"2023-03-06 10:00:00 +0000 UTC",0.3,59.9,12.5,79,8.8,101.9,13.1
"2023-03-06 10:10:00 +0000 UTC",0.5,61,12.5,79,8.8,102,13.1
"2023-03-06 10:20:00 +0000 UTC",0.5,61,12.5,79,8.8,102.5,13.1
"2023-03-06 10:30:00 +0000 UTC",0.5,61,12.6,79,8.8,101.9,13.1
"2023-03-06 10:40:00 +0000 UTC",0.4,60.4,12.6,79,8.8,102,13
