iter	RMSE
0	0.9314457733
1	0.892787187
2	0.8551214971
3	0.8181784528
4	0.78508135
5	0.7528772087
6	0.7221138156
7	0.6916537132
8	0.662640995
9	0.6348830885
10	0.6088718053
11	0.5832004957
12	0.5592747835
13	0.5359777475
14	0.5134824133
15	0.4926380684
16	0.4718657764
17	0.4519676483
18	0.4333611412
19	0.4164337815
20	0.399350996
21	0.3832125991
22	0.367478171
23	0.3528270812
24	0.3387169847
25	0.3251896715
26	0.311807877
27	0.2997128375
28	0.2879517045
29	0.2770465776
30	0.2664643185
31	0.2557513708
32	0.2460116827
33	0.2364525288
34	0.2273129052
35	0.2184184087
36	0.210120987
37	0.2019445715
38	0.194077418
39	0.1864201719
40	0.1794726642
41	0.173332352
42	0.1671805487
43	0.1606024324
44	0.1549099815
45	0.1492774427
46	0.1436281622
47	0.1382730725
48	0.1332028907
49	0.1283098915
50	0.123664759
51	0.1191844115
52	0.114990052
53	0.1110623281
54	0.1074175589
55	0.1038740832
56	0.1004310097
57	0.09711714494
58	0.09405538552
59	0.09115980466
60	0.08854093366
61	0.08586353666
62	0.08335338711
63	0.08086205013
64	0.07843804403
65	0.07606173033
66	0.07366491242
67	0.07155395337
68	0.0696435608
69	0.06785512122
70	0.06582472106
71	0.06407404136
72	0.06250221129
73	0.06100826716
74	0.05946100201
75	0.05808119617
76	0.05665811304
77	0.05530052883
78	0.05403365042
79	0.05280747833
80	0.05173647662
81	0.05061386008
82	0.04952437802
83	0.04849606953
84	0.04744795283
85	0.0463613307
86	0.04553127728
87	0.04476648522
88	0.04397205251
89	0.04322306148
90	0.04247717213
91	0.04179310138
92	0.04120558027
93	0.04057367227
94	0.04005064609
95	0.03941216641
96	0.0389286334
97	0.03840960049
98	0.03777380415
99	0.03739924785
100	0.03674153875
101	0.03630345504
102	0.03585162021
103	0.03537263343
104	0.03496139014
105	0.03443757236
106	0.03410035142
107	0.03359289492
108	0.03330140377
109	0.03294187348
110	0.03256794906
111	0.03212897452
112	0.03191588961
113	0.0316506583
114	0.03135234869
115	0.03108575419
116	0.03081065055
117	0.03057836852
118	0.03028581377
119	0.03008782836
120	0.02989638937
121	0.02965989197
122	0.0293868141
123	0.02911548408
124	0.02885144943
125	0.02862668927
126	0.02842731312
127	0.0282355235
128	0.02806590314
129	0.02787283199
130	0.02758770198
131	0.02735783103
132	0.027243154
133	0.02709747545
134	0.02692210264
135	0.02672358165
136	136	0.0344516137	0137	0.0342459138	0138	0.0340739139	0139	0.03386755803
140	0.03371625307
141	0.03354881671
142	0.03340973655
143	0.03326154686
144	0.03310768699
145	0.03296503066
146	0.03285939791
147	0.03270221825
148	0.0325825542
149	0.03245618036
150	0.03227817031
151	0.03216208396
152	0.03207275551
153	0.03195352599
154	0.03183575318
155	0.03172292604
156	0.03158190403
157	0.03141854466
158	0.03134652263
159	0.03124511693
160	0.03115232481
161	0.03101955782
162	0.03092183886
163	0.03078350149
164	0.03068973437
165	0.03061354216
166	0.03046773108
167	0.03036136084
168	0.03024485383
169	0.03010857145
170	0.02997630307
171	0.02982852421
172	0.02969270226
173	0.02959482003
174	0.02952826071
175	0.02939349323
176	0.02932377511
177	0.02920128841
178	0.02905931331
179	0.0289486633
180	0.02886056101
181	0.02874583828
182	0.02866644118
183	0.02853579181
184	0.02847084385
185	0.02836620897
186	0.02822248864
187	0.02811674571
188	0.02801022021
189	0.02790552821
190	0.02781590927
191	0.02772672644
192	0.02766796101
193	0.02759177172
194	0.02749800188
195	0.02743471904
196	0.02732393487
197	0.02723512981
198	0.02716133519
199	0.02707772692
200	0.02701151467
201	0.02690259992
202	0.02680968141
203	0.02671675991
204	0.02662326353
205	0.02654389556
206	0.02646499332
207	0.02635310505
208	0.02626643746
209	0.0261883667
210	0.02611036429
211	0.02602794746
212	0.02593705177
213	0.02585999728
214	0.02579177158
215	0.02568888316
216	0.02561457458
217	0.02554977424
218	0.02546676104
219	0.02538248773
220	0.02530281378
221	0.02520689399
222	0.02510449752
223	0.02501670309
224	0.02494969503
225	0.02488785291
226	0.02480368635
227	0.02474189872
228	0.02463630602
229	0.02458466355
230	0.02452512001
231	0.02449724459
232	0.02443139368
233	0.02433990717
234	0.02426227644
235	0.02419286947
236	0.02412291354
237	0.02403646683
238	0.02398970956
239	0.02388707375
240	0.02382431239
241	0.02376807773
242	0.02368754928
243	0.0236321538
244	0.02356843311
245	0.02349487975
246	0.02341937838
247	0.02335848278
248	0.02330525376
249	0.02322291764
250	0.02314882236
251	0.02309909266
252	0.02302946245
253	0.02298774687
254	0.02291018938
255	0.02284049205
256	0.02281021346
257	0.02275511001
258	0.02269379542
259	0.02264172427
260	0.02257861228
261	0.02252061376
262	0.02247269031
263	0.02240241206
264	0.02233965382
265	0.02227960885
266	0.02221470578
267	0.0221297321
268	0.02208474165
269	0.02201346228
270	0.02197014276
271	0.02190694213
272	0.02186819389
273	0.02181680074
274	0.02176135264
275	0.02172921673
276	0.02168910456
277	0.0216257748
278	0.02157541225
279	0.0215050307
280	0.02146287242
281	0.02138380802
282	0.02132521246
283	0.02128831126
284	0.02125520405
285	0.02118878056
286	0.02112588381
287	0.02108495587
288	0.02103321619
289	0.02098307628
290	0.02093852794
291	0.02091456115
292	0.02085397969
293	0.02080249633
294	0.02076620841
295	0.02072795553
296	0.0206901705
297	0.02064127687
298	0.02060288819
299	0.02056425584
300	0.02052822727
301	0.02048818262
302	0.02045211408
303	0.02042377942
304	0.02035403479
305	0.02032042287
306	0.02028629055
307	0.02024935436
308	0.0202026914
309	0.02016786549
310	0.02012153231
311	0.0200540226
312	0.02002478706
313	0.01999080451
314	0.01995992229
315	0.01992783657
316	0.01987733066
317	0.01984800871
318	0.01978361602
319	0.01974645336
320	0.01972351993
321	0.01968008275
322	0.01965294782
323	0.01960268255
324	0.01957036737
325	0.01952669973
326	0.01950982589
327	0.01948932276
328	0.0194509759
329	0.0194211096
330	0.01938196647
331	0.01934719786
332	0.01932185444
333	0.01927512394
334	0.01923348113
335	0.01918771673
336	0.01915867722
337	0.01913210685
338	0.01909450593
339	0.01906270339
340	0.01903856768
341	0.01899324317
342	0.01895139632
343	0.01891558257
344	0.01888882852
345	0.01887347307
346	0.01883582726
347	0.01880656073
348	0.01876424723
349	0.01873717332
350	0.01867538143
351	0.01864549579
352	0.01860923125
353	0.01859387158
354	0.01857262084
355	0.01854452865
356	0.01851863133
357	0.01849444338
358	0.0184747359
359	0.01843477672
360	0.0183961819
361	0.01837861951
362	0.01834327522
363	0.01829917385
364	0.01828339885
365	0.01825104275
366	0.01822521114
367	0.01820811684
368	0.01816635198
369	0.01813603447
370	0.01809355296
371	0.01805115957
372	0.01802223228
373	0.01799794938
374	0.01797569225
375	0.01795437419
376	0.0179372341
377	0.01791131214
378	0.01788042337
379	0.01784280005
380	0.01782122978
381	0.01778436283
382	0.0177496221
383	0.01772842152
384	0.01768414
385	0.01766543088
386	0.01765406645
387	0.0176321574
388	0.01760805473
389	0.01757710288
390	0.01755954852
391	0.01752603762
392	0.01750526127
393	0.01748499951
394	0.01747691941
395	0.01745614277
396	0.01743034582
397	0.01740157075
398	0.01735648822
399	0.01732790136
400	0.01731328806
401	0.01729353679
402	0.01725821463
403	0.01723861705
404	0.01720558139
405	0.01718069054
406	0.01717088695
407	0.01716334154
408	0.01714491942
409	0.01712333083
410	0.01710722637
411	0.01708409662
412	0.01705180915
413	0.01703001909
414	0.01700054088
415	0.01695939342
416	0.01693446103
417	0.01690002646
418	0.01688515912
419	0.01687323225
420	0.01684597156
421	0.01681802242
422	0.01679075756
423	0.01678477394
424	0.0167484287
425	0.01671589784
426	0.01669459481
427	0.01665904979
428	0.0166326099
429	0.01660559363
430	0.01657332546
431	0.01654934702
432	0.01653479134
433	0.01651612178
434	0.01649189856
435	0.01646343377
436	0.01644297202
437	0.01642201926
438	0.01640268743
439	0.01638561495
440	0.01636610178
441	0.01634944519
442	0.01631991602
443	0.01631277626
444	0.01628850822
445	0.0162701077
446	0.01623870525
447	0.01623081314
448	0.01621304747
449	0.0161999339
450	0.01618009603
451	0.01616143333
452	0.01613669864
453	0.01612063752
454	0.01610116644
455	0.01608242549
456	0.01607683604
457	0.01605105756
458	0.01602917882
459	0.01601298491
460	0.01600776446
461	0.01599697174
462	0.01598228993
463	0.01596506094
464	0.01594850603
465	0.015926679
466	0.01591907536
467	0.01588467566
468	0.01586599955
469	0.01585759143
470	0.01583292676
471	0.01581617283
472	0.01580424378
473	0.01577963928
474	0.01577647324
475	0.01575625494
476	0.01574322387
477	0.015723975
478	0.01570671858
479	0.01568088076
480	0.01566371131
481	0.01565623473
482	0.01564246359
483	0.01561841717
484	0.01560746246
485	0.01559592012
486	0.01557184735
487	0.01555667019
488	0.01553112254
489	0.01551414533
490	0.01550582379
491	0.01549230076
492	0.01546796892
493	0.01545890068
494	0.01542983988
495	0.01540987232
496	0.01538920825
497	0.01536476152
498	0.0153474681
499	0.0153309034
500	0.01531607299
501	0.01530443789
502	0.01529347841
503	0.01527725378
504	0.01525861803
505	0.01524375118
506	0.01522662121
507	0.01520067864
508	0.01519189882
509	0.01518220181
510	0.01516933555
511	0.0151474283
512	0.01512607503
513	0.01511175274
514	0.01510056763
515	0.01508588965
516	0.01507138439
517	0.01505865701
518	0.01504656367
519	0.01502717766
520	0.01500781509
521	0.01499103905
522	0.01496720053
523	0.01494683879
524	0.01493502965
525	0.01491872285
526	0.01490400948
527	0.01489656495
528	0.01488119056
529	0.01485223406
530	0.0148431681
531	0.0148260773
532	0.01481141269
533	0.01479345118
534	0.01477997638
535	0.01476481651
536	0.01474106431
537	0.01472825174
538	0.01471643214
539	0.01470433684
540	0.01469334333
541	0.01467256717
542	0.01466284179
543	0.01465679833
544	0.01464392487
545	0.0146261797
546	0.01460996848
547	0.01459917773
548	0.01457785914
549	0.01456537199
550	0.01455605068
551	0.01453677825
552	0.01452578982
553	0.0145048361
554	0.01449077843
555	0.01446662502
556	0.01444491144
557	0.01443432729
558	0.0144177449
559	0.01439801456
560	0.01437822235
